"Description"	"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Clôture"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"
"SAGUENAY ICS 4.8% 24NV14"	""	"Q60068"	"Obligations municipales & para-gouvernementales"	"2601411"	"106,350"	"106,350"	"106,350"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,800"	"Obligation"	"2"	"2014/11/24"	"0,000"	""	""	"4,51"	"3,363261"
"SAGUENAY ICS 4.9% 4NV12"	""	"Q60034"	"Obligations municipales & para-gouvernementales"	"2601411"	"106,318"	"106,318"	"106,318"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,900"	"Obligation"	"2"	"2012/11/04"	"0,000"	""	""	"4,61"	"2,525507"
"SAGUENAY ICS 4.3% 27FV15"	""	"Q60158"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,947"	"103,947"	"103,947"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,300"	"Obligation"	"2"	"2015/02/27"	"0,000"	""	""	"4,14"	"3,447256"
"SAGUENAY ICS 4.65% 26JN16"	""	"Q60161"	"Obligations municipales & para-gouvernementales"	"2601411"	"104,601"	"104,601"	"104,601"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,650"	"Obligation"	"2"	"2016/06/26"	"0,000"	""	""	"4,45"	"3,833898"
"SALABERRY ICS 1.75% 1AV11"	""	"Q64252"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,037"	"100,037"	"100,037"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"1,750"	"Obligation"	"2"	"2011/04/01"	"0,000"	""	""	"1,75"	"1,717483"
"SALABERRY ICS 3.35% 1AV14"	""	"Q64255"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,824"	"100,824"	"100,824"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,350"	"Obligation"	"2"	"2014/04/01"	"0,000"	""	""	"3,32"	"3,137410"
"SALABERRY ICS 4.2% 7SP15"	""	"Q63374"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,033"	"103,033"	"103,033"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,200"	"Obligation"	"2"	"2015/09/07"	"0,000"	""	""	"4,08"	"3,597796"
"SALABERRY ICS 4.2% 9JA17"	""	"Q63697"	"Obligations municipales & para-gouvernementales"	"2601411"	"101,225"	"101,225"	"101,225"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,200"	"Obligation"	"2"	"2017/01/09"	"0,000"	""	""	"4,15"	"3,996259"
"SALABERRY ICS 4.45% 5FV18"	""	"Q63955"	"Obligations municipales & para-gouvernementales"	"2601411"	"101,069"	"101,069"	"101,069"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,450"	"Obligation"	"2"	"2018/02/05"	"0,000"	""	""	"4,40"	"4,291015"
"SALABERRY ICS 4.55% 6JN14"	""	"Q63663"	"Obligations municipales & para-gouvernementales"	"2601411"	"105,443"	"105,443"	"105,443"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,550"	"Obligation"	"2"	"2014/06/06"	"0,000"	""	""	"4,32"	"3,202344"
"SALESFORCE.COM INC"	"CRM"	"598218"	"Actions ordinaires"	"315"	"64,140"	"64,160"	"64,130"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"SALIX PHARMACEUTICAL LTD*"	""	"598341"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"SALIX PHARMACEUTICALS *"	""	"598345"	"Actions ordinaires"	"330"	"5,500"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/12/31"	""	"n/d"	""
"SALTON INC *"	"SFP"	"598558"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,740"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"SAMSYS TECHNOLOGIES INC"	"SMY"	"598604"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"SAN FRAN BOUT CV8%21DC08*"	""	"W67674"	"Obligations à escompte (autres)"	"2756000"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/12/21"	"0,000"	""	""	"n/d"	"n/d"
"SAN FRAN BOUTIQUES-B-SVS*"	""	"598953"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"SAN GOLD CORP"	"SGR"	"598833"	"Actions ordinaires"	"330"	"3,500"	"3,510"	"3,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SANDISK CORP"	"SNDK"	"598871"	"Actions ordinaires"	"315"	"29,170"	"29,180"	"29,170"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SANDVIK AB -ADR"	"SDVKY"	"599167"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"11,470"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,397"	"2009/04/30"	"NAS"	"n/d"	""
"SANMINA-SCI CORP"	"SANM"	"599231"	"Actions ordinaires"	"315"	"11,650"	"11,690"	"11,650"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SANMINA-SCI CORPORATION *"	"SANM"	"599228"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SANOFI-AVENTIS ADR"	"SNY"	"599233"	"Actions ordinaires"	"3158000"	"37,900"	"37,910"	"37,900"	"USD"	"FR"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"1,439"	"2009/04/20"	"NYS"	"3,80"	""
"SANTOY RESOURCES LTD *"	"SAN"	"599616"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,101"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SAP AG SPON ADR"	"SAP"	"599709"	"Actions ordinaires"	"3158000"	"46,170"	"46,190"	"46,210"	"USD"	"DE"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,681"	"2009/05/15"	"NYS"	"1,47"	""
"SAPUTO INC"	"SAP"	"599751"	"Actions ordinaires"	"315"	"28,500"	"28,520"	"28,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,145"	"2009/12/03"	"TSE"	"2,04"	""
"SARA LEE CORP"	"SLE"	"599910"	"Actions ordinaires"	"315"	"11,980"	"11,990"	"12,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,110"	"2009/11/27"	"NYS"	"3,67"	""
"SASAMAT CAPITAL CORP *"	"SSALF"	"600211"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SASK WHEAT POOL CL-B NV *"	""	"600401"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"SASKATCHEWAN WHEAT POOL *"	"VT"	"600402"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"SASOL LTD ADR"	"SSL"	"600532"	"Actions ordinaires"	"3158000"	"37,780"	"37,830"	"37,880"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,814"	"2009/10/14"	"NYS"	"4,30"	""
"SATURN SOLUTIONS INC"	"SSLOF"	"601075"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SATYAM COMPUTER SVS ADR"	"SAY"	"600538"	"Actions ordinaires"	"3158000"	"5,080"	"5,100"	"5,110"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,040"	"2008/10/29"	"NYS"	"1,58"	""
"SAVANNA RESOURCES LTD *"	""	"601510"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/02/07"	""	"n/d"	""
"SAVILLE RESOURCES INC"	"SRE"	"601579"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SAYABEC BM 4% 9MI10"	""	"Q70744"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,672"	"100,672"	"100,672"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,000"	"Obligation"	"2"	"2010/05/09"	"0,000"	""	""	"3,97"	"1,636009"
"SB CROIS MDL /SF/N"	"BNS374"	"997333"	"Fonds d'actions globales"	"3807500"	"27,103"	"27,103"	"27,103"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"SB DIV CDN /SF/N"	"BNS385"	"979749"	"Fonds de dividendes"	"3807725"	"34,619"	"34,619"	"34,619"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,054"	"2009/12/31"	""	"0,62"	""
"SB EQL CDN /SF/N"	"BNS378"	"979750"	"Fonds de placement équilibré"	"3807720"	"19,042"	"19,042"	"19,042"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,046"	"2009/12/31"	""	"0,97"	""
"SB ILE MTL ICS 7% 16MI07"	""	"G45967"	"Obligations municipales & para-gouvernementales"	"2601421"	"100,035"	"100,035"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2007/05/16"	"0,000"	""	""	"7,00"	"0,000000"
"SB INDC CAN AM /SF/N"	"BNS351"	"997414"	"Fonds d'actions américaines"	"3807250"	"6,955"	"6,955"	"6,955"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"SB INDIC CDN /SF/N"	"BNS381"	"979773"	"Fonds d'actions canadiennes"	"3807150"	"19,378"	"19,378"	"19,378"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,328"	"2009/12/31"	""	"1,69"	""
"SB INDIC INTL /SF/N"	"BNS387"	"970884"	"Fonds d'actions internationales"	"3807300"	"6,797"	"6,797"	"6,797"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,462"	"2007/12/31"	""	"6,80"	""
"SB MTL BEO 5.95% 20SP11"	""	"G45142"	"Obligations municipales & para-gouvernementales"	"2601421"	"99,600"	"99,600"	"99,600"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,950"	"Obligation"	"2"	"2011/09/20"	"0,000"	""	""	"5,97"	"6,202734"
"SBC COMMUNICATIONS INC *"	"SBC"	"594735"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,323"	"2005/10/06"	"NYS"	"n/d"	""
"SC ACCR PATHWAY QUE MN'08"	""	"526673"	"Actions ordinaires"	"3308002"	"10,390"	"10,390"	"10,390"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"SC ILE MTL 8.35% 12NV13"	""	"G45137"	"Obligations municipales & para-gouvernementales"	"2601421"	"119,051"	"119,051"	"119,051"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,350"	"Obligation"	"2"	"2013/11/12"	"0,000"	""	""	"7,01"	"2,999942"
"SC MTL ICS 5.95% 20SP11"	""	"G45152"	"Obligations municipales & para-gouvernementales"	"2601421"	"106,508"	"106,508"	"106,508"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,950"	"Obligation"	"2"	"2011/09/20"	"0,000"	""	""	"5,59"	"1,920207"
"SCARLETT MINLS INC CL-A *"	""	"601875"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"SCEPTRE ACT CR /N"	"SIC003"	"997537"	"Fonds d'actions canadiennes"	"3807152"	"89,457"	"89,457"	"89,457"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"2"	""	"0,122"	"2009/06/30"	""	"0,27"	""
"SCEPTRE EQTY GWTH FD"	"SIC003C"	"997418"	"Fonds d'actions canadiennes"	"3807150"	"29,040"	"29,040"	"29,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"SCEPTRE INV COUNSEL NV-A*"	""	"601884"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,050"	"2003/08/27"	""	"n/d"	""
"SCHERING-PLOUGH CORP *"	"SGP"	"602268"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,065"	"2009/10/22"	"NYS"	"n/d"	""
"SCHLUMBERGER LTD"	"SLB"	"602656"	"Actions ordinaires"	"315"	"65,810"	"65,820"	"65,810"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,210"	"2009/11/30"	"NYS"	"1,28"	""
"SCHNEIDER ELC UNSPNSR ADR"	"SBGSY"	"602309"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"11,000"	"USD"	"FR"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,487"	"2009/04/29"	"NAS"	"n/d"	""
"SCHWAB CHARLES CORP"	"SCH"	"602500"	"Actions ordinaires"	"315"	"18,940"	"18,960"	"18,960"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,060"	"2009/11/10"	"NYS"	"1,27"	""
"SCIENTIFIC GAMES CORP-A"	"SGMS"	"602539"	"Actions ordinaires"	"315"	"14,900"	"14,910"	"14,900"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SCITI TRUST II T/U *"	"CIT.UN"	"605756"	"Fiducies de redevances"	"3308001"	"9,270"	"9,490"	"9,270"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,070"	"2009/10/27"	"TSE"	"9,06"	""
"SCITI TRUST T/U"	"SIN.UN"	"602751"	"Fiducies de redevances"	"3308001"	"11,110"	"11,140"	"11,110"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,098"	"2010/01/26"	"TSE"	"10,53"	""
"SCORE ATHLETIC PRODS INC"	"SAPRF"	"603018"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SCOTIA SPLIT CORP CAP SHS"	"SSC"	"603032"	"Actions ordinaires"	"3308005"	"89,500"	"91,500"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""
"SCOTT PAPER LIMITED *"	""	"603308"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,050"	""	""	"n/d"	""
"SCOTT PPR CB 10% 6JN07"	""	"W70945"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"10,000"	"Obligation"	"2"	"2007/06/06"	"0,000"	""	""	"10,00"	"0,000000"
"SCOTT TECHNOLOGIES INC*"	"SCTT"	"603302"	"Actions ordinaires"	"330"	"22,720"	"22,730"	"22,720"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/05/02"	"XY"	"n/d"	""
"SCOTT'S HOSP 8.5% 16DC02*"	""	"W70941"	"Obligations à escompte (autres)"	"2606000"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2032/12/16"	"0,000"	""	""	"n/d"	"n/d"
"SCOTTISH PW S/ADR FNL/IN*"	"SPI"	"603360"	"Actions ordinaires"	"3308000"	"41,875"	"41,875"	"0,000"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,364"	"2006/02/15"	"NYS"	"0,00"	""
"SCOTTS REIT CV7.75%31DC14"	"SRQ.DB.A"	"W74907"	"Obligations (autres)"	"2756000"	"101,000"	"102,000"	"102,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2014/12/31"	"0,000"	""	"TSE"	"7,56"	"7,137684"
"SCOTTS RESTAURANTS INC *"	""	"603375"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"2,000"	"1999/10/26"	""	"n/d"	""
"SCOUT NEW MEDIA INC"	""	"603303"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"SCRIPPS E W CO OHIO CL-A*"	"SSP"	"603391"	"Actions ordinaires"	"315"	"3,190"	"3,200"	"3,200"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,140"	"2008/05/28"	"NYS"	"0,00"	""
"SCRIPPS E W COMPANY CL A"	"SSP"	"603444"	"Actions ordinaires"	"315"	"6,500"	"6,510"	"6,500"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,150"	"2008/08/27"	"NYS"	"0,00"	""
"SCRIPPS NTWKS INTERACT"	"SNI"	"603441"	"Actions ordinaires"	"315"	"44,130"	"44,140"	"44,150"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,075"	"2009/11/25"	"NYS"	"n/d"	""
"SCS SOLARS COMPUTING SYSM"	"SCS"	"594624"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SEABRIDGE GOLD INC"	"SEA"	"604665"	"Actions ordinaires"	"315"	"28,500"	"29,600"	"28,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SEAGATE TECHNOLOGY"	"STX"	"604764"	"Actions ordinaires"	"315"	"18,890"	"18,930"	"18,920"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,030"	"2009/02/04"	"NYS"	"0,63"	""
"SEAIR INC"	"SDS"	"604930"	"Actions ordinaires"	"330"	"1,470"	"1,500"	"1,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SEALED AIR CORP"	"SEE"	"627486"	"Actions ordinaires"	"315"	"20,070"	"20,090"	"20,070"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,120"	"2009/12/02"	"NYS"	"2,39"	""
"SEAMARK ASSET MNGMNT *"	"SM"	"604967"	"Actions ordinaires"	"330"	"1,190"	"1,290"	"1,280"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,070"	"2008/08/13"	"TSE"	"0,00"	""
"SEARS CANADA INC"	"SCC"	"605549"	"Actions ordinaires"	"330"	"25,000"	"25,300"	"25,090"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,060"	"2006/05/11"	"TSE"	"0,00"	""
"SEARS CDA 6.55% 05NV07S"	""	"W71895"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,550"	"Obligation"	"2"	"2007/11/05"	"0,000"	""	""	"6,55"	"0,000000"
"SEARS CDA BMT 7.05%20SP10"	""	"W71801"	"Obligations corporatives"	"2606000"	"101,588"	"101,588"	"101,588"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,050"	"Obligation"	"2"	"2010/09/20"	"0,000"	""	""	"6,94"	"4,527032"
"SEARS ROEBUCK & CO *"	""	"605139"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,230"	"2005/03/02"	""	"n/d"	""
"SEATTLE GENETICS INC"	"SGEN"	"605161"	"Actions ordinaires"	"315"	"10,460"	"10,470"	"10,470"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"SECTOR AMEX MAT SEL'SPDR'"	"XLB"	"752519"	"Fonds négociés en bourse: Actions"	"315"	"31,800"	"31,860"	"31,910"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,177"	"2009/12/18"	"NYS"	"2,22"	""
"SECTOR HEALTH CARE 'SPDR'"	"XLV"	"605693"	"Fonds négociés en bourse: Actions"	"315"	"31,610"	"31,670"	"31,660"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,171"	"2009/12/18"	"NYS"	"2,17"	""
"SECTOR SPDR INT INDX"	"XLI"	"605697"	"Fonds négociés en bourse: Actions"	"315"	"27,960"	"28,000"	"27,990"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,181"	"2009/12/18"	"ASE"	"2,58"	""
"SECTOR SPDR TR INT-FINL"	"XLF"	"605694"	"Fonds négociés en bourse: Actions"	"315"	"14,250"	"14,270"	"14,270"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,052"	"2009/12/18"	"NYS"	"1,47"	""
"SECTOR SPDR TR SBI INT-EN"	"XLE"	"605692"	"Fonds négociés en bourse: Actions"	"315"	"56,650"	"56,710"	"56,670"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,304"	"2009/12/18"	"NYS"	"2,15"	""
"SECTOR SPDR/CONSUMER STAP"	"XLP"	"752522"	"Fonds négociés en bourse: Actions"	"315"	"26,320"	"26,360"	"26,340"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,249"	"2009/12/18"	"ASE"	"3,78"	""
"SECURE ONE INC *"	"SZZ"	"605762"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SECURITY CAP PAC TR SBI *"	""	"605768"	"Actions ordinaires"	"330"	"25,750"	"25,750"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,340"	""	""	"5,28"	""
"SECURITY CAP US RLTY ADR"	"RTY"	"605779"	"Actions ordinaires"	"330"	"13,437"	"13,437"	"13,437"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NY"	"n/d"	""
"SECURITY CAPITAL INDL TR"	"SCN"	"605766"	"Actions ordinaires"	"330"	"25,000"	"25,000"	"25,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,000"	""	"NY"	"0,00"	""
"SEI INVESTMENT CO"	"SEIC"	"594669"	"Actions ordinaires"	"315"	"18,770"	"18,780"	"18,770"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,090"	"2009/12/31"	"NAS"	"0,96"	""
"SELECT 50 S-1 INCM TR T/U"	"SON.UN"	"606272"	"Fiducies de redevances"	"3308001"	"7,560"	"7,620"	"7,560"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2009/05/27"	"TSE"	"0,00"	""
"SELWYN RESOURCES LTD"	"SWN"	"606086"	"Actions ordinaires"	"330"	"0,210"	"0,215"	"0,210"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"SEMAFO INC"	"SMF"	"718372"	"Actions ordinaires"	"330"	"4,670"	"4,680"	"4,670"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"SEMI CONDUCT LASER INTL"	"SLIC"	"606835"	"Actions ordinaires"	"330"	"0,015"	"0,023"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"XY"	"n/d"	""
"SEMI-TECH CORP CL.A"	"SEMCQ"	"606831"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,040"	""	"NAS"	"n/d"	""
"SEMICONDUCTOR HLDRS TRUST"	"SMH"	"606840"	"Fonds négociés en bourse: Actions"	"315"	"26,000"	"26,020"	"26,020"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,005"	"2009/12/17"	"ASE"	"n/d"	""
"SEN SEL R/IC/IPP/D/N"	"SSC051"	"940352"	"Placements Alternatifs"	"3807610"	"100,000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
