"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"	"Description"
"TTF"	"663900"	"Actions ordinaires"	"3308015"	"8,650"	"8,680"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,186"	"2009/12/22"	"NYS"	"4,29"	""	"THAI FUND INC."
"TLN"	"664809"	"Actions ordinaires"	"330"	"0,170"	"0,190"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"THALLION PHARMACEUT-NEW"
"TLN"	"664806"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"THALLION PHARMACEUTICALS*"
"THRT"	"663931"	"Actions ordinaires"	"315"	"16,250"	"16,250"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"XY"	"n/d"	""	"THERATECH INC UTAH"
"TH"	"663928"	"Actions ordinaires"	"330"	"4,760"	"4,770"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"THERATECHNOLOGIES INC"
""	"663910"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"THERMICEDGE CORP *"
""	"X10175"	"Obligations (autres)"	"2606000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,000"	"Obligation"	"2"	"2002/12/19"	"0,000"	""	""	"n/d"	"n/d"	"THERML CNT CV SB8%19DC02*"
""	"Q76291"	"Obligations municipales & para-gouvernementales"	"2601411"	"101,278"	"101,278"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,000"	"Obligation"	"2"	"2010/10/28"	"0,000"	""	""	"2,96"	"1,293043"	"THETFORD ICS 3% 28OC10"
""	"Q76294"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,789"	"103,789"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,050"	"Obligation"	"2"	"2013/10/28"	"0,000"	""	""	"3,90"	"2,975128"	"THETFORD ICS 4.05% 28OC13"
"TFS"	"664498"	"Actions ordinaires"	"3308005"	"58,650"	"58,910"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"THIRTY-FIVE SPLIT CRP CAP"
"TFS.PR.A"	"664467"	"Actions privilégiées"	"3108005"	"24,980"	"25,090"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,319"	"2008/03/26"	"TSE"	"0,00"	""	"THIRTY-FIVE SPLIT CRP PFD"
"THTLF"	"664511"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"THISTLE MINING INC"
"THT"	"664510"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""	"THISTLE MINING INC *"
"TCM"	"664558"	"Actions ordinaires"	"315"	"13,310"	"13,350"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"THOMPSON CREEK METALS CO"
""	"X10190"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,500"	"Obligation"	"2"	"2007/07/09"	"0,000"	""	""	"6,50"	"0,000000"	"THOMSON COR CB 6.5% 9JL07"
""	"X10233"	"Obligations corporatives"	"2606000"	"112,168"	"112,168"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,000"	"Obligation"	"2"	"2016/03/31"	"0,000"	""	""	"5,35"	"3,772569"	"THOMSON REUT 6% 31MR16"
""	"X10202"	"Obligations corporatives"	"2606000"	"108,492"	"108,492"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,850"	"Obligation"	"2"	"2011/06/01"	"0,000"	""	""	"6,31"	"0,523323"	"THOMSON REUT 6.85% 1JN1*"
""	"X10222"	"Obligations corporatives"	"2606000"	"109,706"	"109,706"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,200"	"Obligation"	"2"	"2014/12/01"	"0,000"	""	""	"4,74"	"3,031559"	"THOMSON REUT CB5.2% 1DC14"
"TRI"	"665425"	"Actions ordinaires"	"315"	"34,160"	"34,250"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,280"	"2009/11/18"	"TSE"	"3,46"	""	"THOMSON REUTERS CORP"
"TMA"	"665511"	"Actions ordinaires"	"3158008"	"0,220"	"0,310"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,250"	"2007/12/27"	"NYS"	"0,00"	""	"THORNBURG MORTGAGE INC *"
"THG"	"665835"	"Actions ordinaires"	"330"	"0,160"	"0,165"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"THREEGOLD RES INC"
""	"666665"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"THUNDER ENERGY INC *"
"THY.UN"	"666683"	"Fiducies de redevances"	"3308001"	"3,990"	"4,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,090"	"2007/05/21"	"TSE"	"0,00"	""	"THUNDER ENERGY TR T/U *"
"THR"	"666677"	"Actions ordinaires"	"330"	"0,145"	"0,160"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"THUNDERMIN RES INC"
"TIBX"	"652857"	"Actions ordinaires"	"315"	"9,200"	"9,210"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TIBCO SOFTWARE INC"
"TIER"	"667866"	"Actions ordinaires"	"330"	"7,590"	"7,610"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TIER TECHS INC -B-"
""	"667856"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"TIFFANY RES INC"
"THI"	"659208"	"Actions ordinaires"	"315"	"30,350"	"30,430"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,100"	"2009/11/27"	"TSE"	"1,32"	""	"TIM HORTONS INC"
"TWF.DB"	"X10477"	"Obligations (autres)"	"2756000"	"145,230"	"149,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"9,000"	"Obligation"	"4"	"2014/02/11"	"0,000"	""	"TSE"	"6,07"	"0,000000"	"TIMBER EX-14 CV 9% 11FV14"
"TBL"	"668031"	"Actions ordinaires"	"315"	"16,630"	"16,640"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TIMBERLAND COMPANY -A-"
""	"X10445"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2007/10/01"	"0,000"	""	""	"7,00"	"0,000000"	"TIMBERWEST FOREST 7%1OC07"
""	"668030"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,080"	""	""	"n/d"	""	"TIMBERWEST FOREST LTD *"
""	"668043"	"Actions ordinaires"	"330"	"12,400"	"12,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,269"	""	""	"8,69"	""	"TIMBERWEST TIMBER T/U*"
""	"X10428"	"Obligations à escompte (autres)"	"2606000"	"103,750"	"103,750"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2015/01/10"	"0,000"	""	""	"n/d"	"0,000000"	"TIME WARN 8.75% 10JA15*"
"TWC"	"668117"	"Actions ordinaires"	"315"	"44,740"	"44,770"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TIME WARNER CABLE INC"
"TWX"	"668071"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,063"	"2009/02/25"	"NYS"	"n/d"	""	"TIME WARNER INC *"
"TWX"	"668118"	"Actions ordinaires"	"315"	"27,430"	"27,440"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,188"	"2009/11/24"	"NYS"	"n/d"	""	"TIME WARNER INC-NEW"
"TIM"	"668154"	"Actions ordinaires"	"315"	"1,260"	"1,270"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,080"	""	"TSE"	"n/d"	""	"TIMMINCO LIMITED"
"TIO"	"668370"	"Actions ordinaires"	"330"	"0,035"	"0,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"TIOMIN RESOURCES INC"
"TIC"	"669104"	"Actions ordinaires"	"330"	"0,520"	"0,550"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"TITANIUM CORPORATION INC"
"Ndef"	""	"Autres titres"	""	"0,000"	"0,000"	"CAD"	""	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"Titre non défini"
"TIV"	"669115"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"TIVERTON PETE - A *"
"TJX"	"652667"	"Actions ordinaires"	"315"	"37,020"	"37,050"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,120"	"2010/02/09"	"NYS"	"1,30"	""	"TJX COMPANIES INC"
""	"652825"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/05/15"	""	"n/d"	""	"TLC LASER EYE CENTERS IN*"
"TLC"	"652781"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"TLC VISION CORP"
"TMMI"	"652752"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TMM INC"
"TML1076"	"961768"	"Fonds d'actions internationales"	"3807310"	"16,770"	"16,770"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,707"	"2008/01/11"	""	"4,22"	""	"TMP BRIC CC /N"
"TML1078"	"961770"	"Fonds d'actions internationales"	"3807310"	"16,770"	"16,770"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,707"	"2008/01/11"	""	"4,22"	""	"TMP BRIC CC /S/N"
"TML102"	"997591"	"Fonds d'actions globales"	"3807500"	"8,750"	"8,750"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TMP CROIS U$ /S/N"
""	"998205"	"Autres titres"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"TMPL DEV MKT TST ADV"
"TMSS"	"652697"	"Actions ordinaires"	"330"	"0,160"	"0,250"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"XY"	"n/d"	""	"TMS INC"
""	"V95684"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,000"	"Obligation"	"1"	"2011/03/11"	"0,000"	""	""	"4,00"	"4,000000"	"TNC CPG 4% 11MR11A"
""	"V94395"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,000"	"Obligation"	"1"	"2012/10/10"	"0,000"	""	""	"5,00"	"5,000000"	"TNC CPG 5% 10OC12A"
""	"V96509"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,700"	"Obligation"	"1"	"2013/05/30"	"0,000"	""	""	"4,70"	"4,700000"	"TNC CPG 4.7% 30MI13A"
""	"V94133"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,800"	"Obligation"	"1"	"2012/09/25"	"0,000"	""	""	"4,80"	"4,800000"	"TNC CPG 4.8% 25SP12A"
""	"V93209"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,800"	"Obligation"	"1"	"2012/05/31"	"0,000"	""	""	"4,80"	"4,800000"	"TNC CPG 4.8% 31MI12A"
""	"V93231"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,820"	"Obligation"	"1"	"2012/06/01"	"0,000"	""	""	"4,82"	"4,820000"	"TNC CPG 4.82% 1JN12A"
""	"V94604"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,900"	"Obligation"	"1"	"2012/11/01"	"0,000"	""	""	"4,90"	"4,900000"	"TNC CPG 4.9% 1NV12A"
""	"V92193"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,250"	"Obligation"	"1"	"2014/09/25"	"0,000"	""	""	"3,25"	"3,250000"	"TNC CPG 3.25% 25SP14A"
""	"V92124"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,050"	"Obligation"	"1"	"2011/01/10"	"0,000"	""	""	"4,05"	"4,050000"	"TNC CPG 4.05% 10JA11A"
""	"V92837"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,210"	"Obligation"	"1"	"2012/04/03"	"0,000"	""	""	"4,21"	"4,210000"	"TNC CPG 4.21% 3AV12A"
""	"V95688"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,450"	"Obligation"	"1"	"2013/03/11"	"0,000"	""	""	"4,45"	"4,450000"	"TNC CPG 4.45% 11MR13A"
""	"V96337"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,520"	"Obligation"	"1"	"2013/05/15"	"0,000"	""	""	"4,52"	"4,520000"	"TNC CPG 4.52% 15MI13A"
""	"V96266"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,560"	"Obligation"	"1"	"2013/05/08"	"0,000"	""	""	"4,56"	"4,560000"	"TNC CPG 4.56% 8MI13A"
""	"V96607"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,560"	"Obligation"	"1"	"2013/06/10"	"0,000"	""	""	"4,56"	"4,560000"	"TNC CPG 4.56% 10JN13A"
""	"V96382"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,560"	"Obligation"	"1"	"2013/05/21"	"0,000"	""	""	"4,56"	"4,560000"	"TNC CPG 4.56% 21MI13A"
""	"V94684"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,610"	"Obligation"	"2"	"2011/11/08"	"0,000"	""	""	"4,61"	"4,610000"	"TNC CPG 4.61% 8NV11S"
""	"V94066"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,660"	"Obligation"	"1"	"2010/09/20"	"0,000"	""	""	"4,66"	"4,660000"	"TNC CPG 4.66% 20SP10A"
""	"V97890"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,700"	"Obligation"	"1"	"2013/10/21"	"0,000"	""	""	"4,70"	"4,700000"	"TNC CPG 4.7% 21OC13CA"
""	"V96171"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,710"	"Obligation"	"1"	"2013/04/29"	"0,000"	""	""	"4,71"	"4,710000"	"TNC CPG 4.71% 29AV13A"
""	"V96994"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,760"	"Obligation"	"1"	"2013/07/04"	"0,000"	""	""	"4,76"	"4,760000"	"TNC CPG 4.76% 4JL13A"
""	"V94745"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,810"	"Obligation"	"1"	"2012/11/15"	"0,000"	""	""	"4,81"	"4,810000"	"TNC CPG 4.81% 15NV12A"
""	"V96847"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,830"	"Obligation"	"1"	"2013/06/20"	"0,000"	""	""	"4,83"	"4,830000"	"TNC CPG 4.83% 20JN13A"
""	"V93988"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,850"	"Obligation"	"1"	"2012/09/14"	"0,000"	""	""	"4,85"	"4,850000"	"TNC CPG 4.85% 14SP12A"
""	"V94625"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,900"	"Obligation"	"1"	"2012/11/02"	"0,000"	""	""	"4,90"	"4,900000"	"TNC CPG 4.9% 2NV12CA"
""	"V94375"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,950"	"Obligation"	"1"	"2012/10/09"	"0,000"	""	""	"4,95"	"4,950000"	"TNC CPG 4.95% 9OC12A"
""	"V96609"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,560"	"Obligation"	"1"	"2013/06/10"	"0,000"	""	""	"4,56"	"4,560000"	"TNC CPG 4.56% 10JN13CA"
""	"V96374"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,560"	"Obligation"	"1"	"2013/05/21"	"0,000"	""	""	"4,56"	"4,560000"	"TNC CPG 4.56% 21MI13CA"
""	"V96979"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,760"	"Obligation"	"1"	"2013/07/03"	"0,000"	""	""	"4,76"	"4,760000"	"TNC CPG 4.76% 3JL13CA"
""	"V96995"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,760"	"Obligation"	"1"	"2013/07/04"	"0,000"	""	""	"4,76"	"4,760000"	"TNC CPG 4.76% 4JL13CA"
""	"V93349"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,090"	"Obligation"	"1"	"2012/06/13"	"0,000"	""	""	"5,09"	"5,090000"	"TNC CPG 5.09% 13JN12A"
""	"V99654"	"Certificats de dépôt"	"2204010"	"0,000"	"100,600"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,000"	"Obligation"	"1"	"2014/06/17"	"0,000"	""	""	"3,98"	"4,000000"	"TNC CPG NEG 4% 17JN14A"
""	"V95775"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,360"	"Obligation"	"1"	"2013/03/19"	"0,000"	""	""	"4,36"	"4,360000"	"TNC GIC 4.36% 19MR13A"
""	"V95725"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,400"	"Obligation"	"1"	"2013/03/13"	"0,000"	""	""	"4,40"	"4,400000"	"TNC GIC 4.4% 13MR13CA"
""	"V95738"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,410"	"Obligation"	"1"	"2013/03/14"	"0,000"	""	""	"4,41"	"4,410000"	"TNC GIC 4.41% 14MR13A"
"TNT"	"652888"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,196"	"2009/07/29"	"NYS"	"n/d"	""	"TNT N V SPN ADR"
"TKOMY"	"669801"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,271"	"2009/09/29"	"NAS"	"n/d"	""	"TOKIO MARINE HOLDINGS ADR"
""	"306401"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"TOLGECO GROUP INC"
"TOL"	"670122"	"Actions ordinaires"	"315"	"18,130"	"18,150"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TOLL BROTHERS INC"
"TOM"	"670530"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TOMMY HILFIGER CORP-ORD *"
""	"670772"	"Actions ordinaires"	"330"	"0,405"	"0,420"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/07/10"	""	"n/d"	""	"TONKO DEV CORP *"
""	"670774"	"Actions ordinaires"	"330"	"4,100"	"4,100"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"TONKO DEVELOPMENT CORP *"
"TCT.UN"	"671149"	"Fiducies de redevances"	"3308001"	"10,060"	"10,100"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,202"	"2009/12/11"	"TSE"	"8,04"	""	"TOP 10 CANADIAN FINL PAR"
"TXT.UN"	"671152"	"Fiducies de redevances"	"3308001"	"3,400"	"3,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,075"	"2009/12/11"	"TSE"	"8,82"	""	"TOP 10 SPLIT TRUST PART"
"TXT.PR.A"	"671163"	"Actions privilégiées"	"3108005"	"12,750"	"12,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,195"	"2009/12/11"	"TSE"	"6,15"	""	"TOP 10 SPLIT TRUST PFD"
""	"671842"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,015"	"2004/04/29"	""	"n/d"	""	"TOR DOM BK 1ST PF-A-SR H*"
""	"X11276"	"Obligations corporatives"	"2602230"	"102,978"	"102,978"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,317"	"Obligation"	"2"	"2016/01/18"	"0,000"	""	""	"4,19"	"3,756257"	"TOR DOM CB11 4.317%18JA16"
"TIH"	"671552"	"Actions ordinaires"	"330"	"27,340"	"27,400"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,150"	"2009/12/10"	"TSE"	"2,19"	""	"TOROMONT INDUSTRIES LTD"
""	"E34566"	"Obligations municipales & para-gouvernementales"	"2601411"	"107,454"	"107,454"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,050"	"Obligation"	"2"	"2017/07/18"	"0,000"	""	""	"4,70"	"3,891754"	"TORONTO 5.05% 18JL17"
""	"E34360"	"Obligations municipales & para-gouvernementales"	"2601411"	"108,251"	"108,251"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,125"	"Obligation"	"2"	"2013/09/25"	"0,000"	""	""	"4,73"	"2,740998"	"TORONTO 5.125% 25SP13"
""	"E34600"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,010"	"100,010"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2005/12/01"	"0,000"	""	""	"7,75"	"0,000000"	"TORONTO -ICS- 7.75% 1DC05"
""	"673442"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,140"	""	""	"n/d"	""	"TORONTO 35 IND PRT T/U*"
"TS.B"	"673600"	"Actions ordinaires"	"330"	"6,550"	"6,840"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,093"	"2009/12/09"	"TSE"	"5,63"	""	"TORSTAR CORP CL-B NV"
""	"673637"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"TORVALON CORP"
"TOT"	"673838"	"Actions ordinaires"	"330"	"7,050"	"7,140"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,030"	"2009/12/29"	"TSE"	"1,70"	""	"TOTAL ENERGY SERVICES INC"
"TOT"	"673804"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""	"TOTAL ENERGY SERVICES LT*"
