Symbol	Security	Subcategory	Type	Bid	Ask	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Risk Rating Source	Risk Rating	Region	Non-redeemable	Maturity	Market	Manual overwrite	Last Rating Change	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing	Description
SHPGF	611708	Common Stock	330	20.96	20.96	CAD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	2	Equity	09/09/2009	0.014	0.14		No	SHIRE PLC 5P
SHPGY	611667	Common Stock	3158000	59.35	59.39	USD								n/a	Fallback by Subcategory	6	GB	No		NAS	No	01/25/2010	0	n/a	2	Equity	09/09/2009	0.064	0.22		No	SHIRE PLC ADR
	W75311	Bonds (other)	2606000	107.472	107.472	CAD								n/a	Fallback by Subcategory	3	CA	No	06/03/2013		No	01/25/2010	4.99	n/a	2	Bond		0	4.64	2.646388	No	SHOPPERS DRUG 4.99% 3JN13
SC	611915	Common Stock	315	42.87	42.99	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	12/29/2009	0.215	2.01		No	SHOPPERS DRUG MART CORP
SGF	612020	Common Stock	330	0.91	0.93	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHORE GOLD INC
SMH	612036	Common Stock	330	0.25	0.255	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHOREHAM RES LTD
SIC	612349	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	05/15/2006	0.08	n/a		No	SICO INC *
SMAWY	612881	Common Stock	330	101.96	101.96	USD								n/a	Fallback by Subcategory	6	ZZ	No		XY	No	01/25/2010	0	n/a	1	Equity	02/20/2001	2.167	2.13		No	SIEMENS A G LTD ADR -NEW-
SI	612887	Common Stock	3158000	89.31	89.44	USD								n/a	Fallback by Subcategory	6	DE	No		NYS	No	01/25/2010	0	n/a	0	Equity	01/22/2010	2.412	n/a		No	SIEMENS AG SPON ADR
SIM	612918	Common Stock	330	0.295	0.3	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIERRA MINERALS INC
SW	613134	Common Stock	315	12.12	12.19	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIERRA WIRELESS INC
SIFY	613056	Common Stock	3158000	1.68	1.7	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIFY TECHNOLOGIES LTD-ADR
CIG7725	994162	Balanced Funds	3807570	15.37	15.37	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/31/2008	0.216	1.41		No	SIG CDN A/ALLOC /D/N
CIG847	992345	Canadian Bonds & Income Funds	3807700	5.64	5.64	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/22/2009	0.064	13.62		No	SIG CDN BND /D/N
CIG611	993849	Canadian Resource Equity Funds	3807200	19.45	19.45	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/14/2007	3.291	16.92		No	SIG CDN RES /N
CIG811	993850	Canadian Resource Equity Funds	3807200	19.45	19.45	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	12/14/2007	3.291	n/a		No	SIG CDN RES /D/N
CIG610	994156	Dividend Funds	3807725	11.63	11.63	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.04	0		No	SIG DIV FUND /N
CIG679C	991913	Canadian Equity Funds	3807150	8.21	8.21	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SIG EXPLORER FUND
CIG686	991709	Balanced Funds	3807550	12.74	12.74	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	10/31/2008	0.07	6.59		No	SIG HIGH INCOME /N
CIG786	991711	Bond Funds	3807550	12.74	12.74	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/22/2009	0.083	7.82		No	SIG HIGH INCOME /D/N
CIG677	992363	Canadian Equity Funds	3807154	16.67	16.67	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/31/2008	0.092	0.55		No	SIG SEL CDN /N
CIG777	992402	Canadian Equity Funds	3807154	16.67	16.67	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/31/2008	0.092	0.55		No	SIG SEL CDN /D/N
SIAL	613130	Common Stock	315	49.91	49.93	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	4	Equity	11/27/2009	0.145	1.16		No	SIGMA ALDRICH CORP
SGI	613479	Common Stock	330	0.79	0.81	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIGNALENERGY INC *
SDF.UN	613495	Trust Units	3308001	5.74	5.9	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	01/27/2010	0.067	14		No	SIGNATURE DIV VAL-2012T/U
SGID	613690	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SILICON GRAPHICS INC *
SPIL	613709	Common Stock	3158000	6.93	6.96	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	0	Equity	07/13/2009	0.275	n/a		No	SILICONWARE PREC IND ADR
	754694	Commodities	345	17.015	17.015	USD								n/a	Fallback by Subcategory	7	CA	No			No	01/25/2010	0	n/a	0	Futures		0	n/a		No	SILVER NCI-RBC TROY OZ
SSE	616384	Common Stock	330	0.1	0.105	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SILVER SPRUCE RES INC
SSO	616414	Common Stock	315	19.9	19.95	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SILVER STANDARD RES INC
SLW	616701	Common Stock	315	15.55	15.6	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SILVER WHEATON CORP
	759146	Futures	345	13.125	13.125	USD								n/a	Fallback by Subcategory	8	CA	No			No	01/25/2010	0	n/a	0	Futures		0	n/a		No	SILVER-OZ-ROYAL BANK
SIV.H	614738	Common Stock	330	0.56	0.59	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SILVIO VENTURES INC *
	617303	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIMMONDS CAPITAL LTD
SPG	617385	Common Stock	3158008	72.1	72.14	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/12/2009	0.6	3.33		No	SIMON PPTY GRP INC
SINA	617840	Common Stock	315	39.27	39.29	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SINA CORP
SNTQF	617873	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SINETEC HOLDINGS CORP
SGAPY	617881	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	2	Equity	12/17/2009	0.446	4.08		No	SINGAPORE TELECOM ADR
	617888	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	ZZ	No			No	01/25/2010	0	n/a	4	Equity		0	n/a		No	SINGER CO N V
TRE	617913	Common Stock	315	18.79	18.85	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SINO-FOREST CORPORATION
SHI	607873	Common Stock	3158000	38.01	38.1	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	0	Equity	05/06/2008	1.301	n/a		No	SINOPEC SH/HAI SPONS-ADR
SOI	618058	Common Stock	330	0.08	0.085	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIRIOS RES INC
SI	618043	Common Stock	330	0.295	0.3	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIRIT INC
SIRI	618061	Common Stock	315	1.41	1.42	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SIRIUS SATELLITE RADIO *
SIX.UN	618981	Trust Units	3308001	11.35	11.79	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	12/11/2008	0.5	17.68		No	SIXTY PLUS INCOME T/*
SXT	619000	Common Stock	3308005	15.61	15.99	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	06/04/2009	0.356	9.1		No	SIXTY SPLIT CAPITAL SHS-A
SKM	618968	Common Stock	3158000	17.27	17.28	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	2	Equity	12/29/2009	0	0		No	SK TELECOM CO LTD ADR
SKFRY	594654	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	1	Equity	04/22/2009	0.428	2.57		No	SKF AB SPONS ADR
SKGIF	619001	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SKG INTERACTIVE INC
SLN.UN	619713	Closed-end Funds: Bonds	3308001	22.16	22.86	CAD								n/a	Fallback by Subcategory	3	CA	No		TSE	No	01/25/2010	0	n/a	12	Mutual Fund	04/30/2007	7.146	0		No	SKYLON CAP YLD S-2007 T/*
SLP.UN	619715	Bond Trusts	3308001	24.28	24.45	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity	01/01/1980	0.151	n/a		No	SKYLON GLB CAP S-2012 T/U
SKYW	619738	Common Stock	315	15.46	15.47	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	4	Equity	12/29/2009	0.04	1.03		No	SKYWEST INC
SWKS	619728	Common Stock	315	13.93	13.96	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SKYWORKS SOLUTIONS INC
SLM255	981437	Dividend Funds	3807725	40.328	40.328	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/22/2009	0.094	0.94		No	SL CDN DIV GWTH-A /N
SLM165	970131	Bond Funds	3807680	11.012	11.012	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/22/2009	0.071	0.65		No	SL CORP H/Y BD-A/D/N
SLM258	981439	US Equity Funds	3807250	8.133	8.133	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/22/2008	0.217	2.67		No	SL US EQUITY -A /N
SLTXF	620737	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	4	Equity		0.05	n/a		No	SLATER STEEL INC
SLE.M	W92066	Corporate Bonds	2602240	108.836	108.836	CAD								n/a	Fallback by Subcategory	3	CA	No	12/31/2031	TSE	No	01/25/2010	6.865	n/a	2	Bond		0	6.31	6.126734	No	SLCT-A CB11 6.865% 31DC31
	W92076	Bonds (other)	2606000	116.03	116.03	CAD								n/a	Fallback by Subcategory	3	CA	No	03/31/2019		No	01/25/2010	7.9	n/a	2	Bond		0	6.81	5.637183	No	SLF CB-14 7.9%-F/R 31MR19
	W92068	Corporate Bonds	2606000	104.797	104.797	CAD								n/a	Fallback by Subcategory	3	CA	No	11/23/2035		No	01/25/2010	4.8	n/a	2	Bond		0	4.58	4.484139	No	SLF CB-15 S/U 4.8% 23NV35
	W92070	Corporate Bonds	2606000	104.925	104.925	CAD								n/a	Fallback by Subcategory	3	CA	No	06/01/2036		No	01/25/2010	4.95	n/a	2	Bond		0	4.72	4.624337	No	SLF CB-16 4.95%-F/R 1JN36
SLM	750735	Common Stock	315	10.65	10.67	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	02/28/2007	0.25	9.39		No	SLM CORP
SLM169T	950287	Balanced Funds	3807720	13.387	13.387	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/22/2009	0.084	7.53		No	SLM M/INCM-T /LL/D/N
WINS	621057	Common Stock	330	6.24	6.25	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SM&A *
SMV.H	595001	Common Stock	330	0.065	0.07	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SMC VENTURES INC
AOS	621053	Common Stock	315	42.85	42.86	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	01/27/2010	0.195	1.82		No	SMITH A O CORP
SII	621086	Common Stock	315	30.48	30.49	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/09/2009	0.12	1.57		No	SMITH INTERNATIONAL INC
SNN	621141	Common Stock	3158000	50.62	50.72	USD								n/a	Fallback by Subcategory	6	GB	No		NYS	No	01/25/2010	0	n/a	2	Equity	10/14/2009	0.273	1.08		No	SMITH&NEPHEW PLC ADR
SFD	621037	Common Stock	315	16.04	16.05	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SMITHFIELD FOODS INC
SMX	595049	Common Stock	330	1.85	2.1	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SMTC MFG CRP CDA EXCH
	W80501	Corporate Bonds	2606000	104.226	104.226	CAD								n/a	Fallback by Subcategory	3	CA	No	09/20/2010		No	01/25/2010	7.7	n/a	2	Bond		0	7.39	1.143802	No	SNC-LAVALIN 7.7% 20SP10
SNC	594615	Common Stock	315	52.05	52.41	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	11/17/2009	0.15	1.15		No	SNC-LAVALIN GROUP
SLPDF	621229	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SNOW LEOPARD RES INC -A-
SNH.U	621239	Common Stock	3308005	2.62	2.72	USD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity	02/06/2007	0.375	n/a		No	SNP HEALTH SPLIT CORP CAP
SNP.U	621232	Common Stock	3308005	2.65	3	USD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SNP SPLIT CORP - CAP SHRS
SNP.PR.U	621238	Preferred Shares	3108005	24.25	24.95	USD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	05/30/2006	0.375	6.19		No	SNP SPLIT CORP PFD
VIO	621795	Common Stock	330	0.085	0.09	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC D'EXPL MINIERE VIOR
	640919	Common Stock	330	3.25	3.25	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC FIN VAL STRATEGIQUE-A
	621725	Linked Notes	330	9.27	9.37	CAD								n/a	Fallback by Subcategory	3	CA	No	08/31/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN ARMS P/NT-5A 2011
	W83007	Linked Notes	2602245	98.21	98.21	CAD								n/a	Fallback by Subcategory	3	CA	No	02/27/2014		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN CB DJ PP/LK27FB14
	W83008	Linked Notes	2602245	99.9	99.9	CAD								n/a	Fallback by Subcategory	3	CA	No	03/31/2014		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN CB DJ/LK PP31MR14
	W83032	Linked Notes	2602245	108.3	108.3	CAD								n/a	Fallback by Subcategory	3	CA	No	07/03/2012		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP GS AGR-1 3JL12
	W83021	Linked Notes	2602245	102.98	102.98	CAD								n/a	Fallback by Subcategory	3	CA	No	03/31/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP GSCI 2A 31MR11
	W83020	Linked Notes	2602245	103.71	103.71	CAD								n/a	Fallback by Subcategory	3	CA	No	03/31/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP GSCI 2F 31MR11
	W83001	Linked Notes	2602245	96.29	96.29	CAD								n/a	Fallback by Subcategory	3	CA	No	05/30/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP NT S1 0%30MY11
	W83002	Linked Notes	2602245	129.67	129.67	CAD								n/a	Fallback by Subcategory	3	CA	No	06/30/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP NT S2 0%30JN11
	W83003	Linked Notes	2602245	137.5	137.5	CAD								n/a	Fallback by Subcategory	3	CA	No	08/15/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP S-3 15AG11
	W83006	Linked Notes	2602245	141.4	141.4	CAD								n/a	Fallback by Subcategory	3	CA	No	12/19/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PP WLD S-1 19DC11
	W83005	Linked Notes	2602245	93.86	93.86	CAD								n/a	Fallback by Subcategory	3	CA	No	12/30/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PPDN-B 0% 30DC11
	W83011	Linked Notes	2602245	120.19	120.19	CAD								n/a	Fallback by Subcategory	3	CA	No	08/31/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOC GEN PPN GSCI 31AG11
SQM	621941	Common Stock	3158000	39.83	39.84	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	2	Equity	12/08/2009	0.376	1.88		No	SOC QUIM & MINER SP/ADR-B
	621860	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	4	Equity		0	n/a		No	SOCANAV INC CL-A SVS
SCGLY	621713	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	FR	No		NAS	No	01/25/2010	0	n/a	2	Equity	10/05/2009	0.794	13.01		No	SOCIETE GENERAL SPON ADR
	621940	Common Stock	330	3.8	5	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0.08	n/a		No	SODARCAN INC CL A - SV
	621982	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOFTCOP CORP INC-A-N/VTG
	621980	Common Stock	3308011	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOFTEK COMPUTER SVCES INC
YSS	622229	Common Stock	330	0	0.01	CAD								n/a	Fallback by Subcategory	6	CA	No		V	No	01/25/2010	0	n/a	0	Equity	11/06/2001	0	n/a		No	SOFTWARE GAMING INC *
	622233	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOFTWEX TECHS INC
SLR	623314	Common Stock	315	3.89	3.89	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOLECTRON CORP
SCT	623315	Common Stock	330	3.83	3.93	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOLECTRON GL SVC CDA EXC*
SRW	623440	Common Stock	330	0.14	0.16	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOLID RES LTD
SRB	623485	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOLOMON RESOURCES LTD *
STL	440669	Common Stock	330	0.04	0.05	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOLUTIONINC TECHNOLOGIES
SVYSY	623522	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	2	Equity	01/12/2009	1.566	3.65		No	SOLVAY SA SPN/ADR
SOM.UN	623575	Trust Units	3308001	1.85	2.1	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	11/26/2009	0.017	9.97		No	SOMERSET ENTMT INCM T/U *
SONC	623700	Common Stock	315	8.55	8.56	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SONIC CORP
SNM.H	623625	Common Stock	330	0.115	0.13	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SONOMED INC
SNE	623679	Common Stock	3158000	34.77	34.78	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	2	Equity	09/25/2009	0.144	0.83		No	SONY CORPORATION ADR
	Q63805	Municipal & Para-governmental Bonds	2601411	104.186	104.186	CAD								n/a	Fallback by Subcategory	2	CA	No	05/30/2012		No	01/25/2010	4.1	n/a	2	Bond		0	3.94	2.256386	No	SOREL-TRACY BEO4.1%30MY12
BID	623799	Common Stock	315	25	25.01	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/27/2009	0.05	0.8		No	SOTHEBY'S DEL
SND.DB.A	W84873	Convertible Debentures	2756000	101.01	101.01	CAD								n/a	Fallback by Subcategory	6	CA	No	12/31/2011	TSE	No	01/25/2010	0	n/a	2	Bond		0	0	0	No	SOUND ENRGY CV 8% 31DC11*
SO	626986	Common Stock	315	32.77	32.79	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	01/28/2010	0.438	5.34		No	SOUTHERN COMPANY
SWG	627692	Common Stock	330	0.49	0.5	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SOUTHWESTERN RES CORP *
SPAL	628221	Common Stock	330	0.001	0.005	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SPANTEL COMMUNICATIONS
	628208	Common Stock	3308005	15.5	15.5	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	4	Equity		0.21	5.42		No	SPAR AEROSPACE LTD *
	628385	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SPARTEC INTL CORP *
HDTV	628425	Common Stock	330	0.034	0.035	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SPATIALIGHT INC *
FEZ	642362	Common Stock	3158015	38.79	39.03	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.22	2.26		No	SPDR DJ EURO STOXX 50 ETF
RWR	642323	Common Stock	3158008	46.99	47.09	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.483	4.11		No	SPDR DJ REIT ETF
DSV	642321	Common Stock	3308015	56.47	56.67	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.195	1.38		No	SPDR DJ SM/CAP VALUE ETF
FEU	642363	Exchange-Traded Funds: Stocks	3308015	32.57	36.38	USD								n/a	Fallback by Subcategory	4	ZZ	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.567	6.62		No	SPDR DJ STOXX 50 FUND ETF
GLD	642375	Commodities	3158015	107.49	107.54	USD								n/a	Fallback by Subcategory	7	US	No		NYS	No	01/25/2010	0	n/a	0	Futures		0	n/a		No	SPDR GOLD TRUST ETF
KBE	642324	Common Stock	3158015	23	23.08	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.016	0.27		No	SPDR KBW BANK ETF
KRE	642337	Common Stock	3158015	24.12	24.23	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.043	0.71		No	SPDR KBW REGL BKG ETF
JPP	642354	Common Stock	3158015	38.51	38.78	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	2	Equity	12/18/2009	0.32	1.66		No	SPDR RUS/NOM PRME JAP ETF
SDY	642328	Common Stock	3158015	45.95	46.02	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.443	3.85		No	SPDR S&P DIVIDEND ETF
CSMF44	628802	Investment Funds	3807150	26.99	26.99	CAD								n/a	Fallback by Subcategory	5	CA	No		WU	No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SPEC UTD CDN GROWTH
CIG7100	993958	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	10/11/2002	0	n/a		No	SPEC UTD MCH MON /N
CIG7105	993960	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	10/11/2002	0	n/a		No	SPEC UTD MCH MON D/N
CIG7620	994138	Global Equity Funds	3807500	5.94	5.94	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	10/15/2002	0	n/a		No	SPEC UTD TEL GLB /N
CIG7625	994227	Global Equity Funds	3807500	5.94	5.94	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	10/15/2002	0	n/a		No	SPEC UTD TEL GLB S/N
HAM.UN.H	628489	Trust Units	3308001	0.005	0.01	CAD								n/a	Fallback by Subcategory	5	CA	No		TSX	No	01/25/2010	0	n/a	12	Equity		0	0		No	SPECIALTY FDS GP INCM T/U
