"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"MY (%)"	"YTM - Market (%)"	"Exclude from Billing"
"PROV QUEBEC 4.5% 1DC16"	""	"B54706"	"Provincial Bonds"	"2601381"	"106.753"	"106.753"	"106.753"	"CAD"	"4.22"	"3.386305"	"No"
"PROV QUEBEC 5.5% 1AP26"	""	"B54907"	"Provincial Bonds"	"2601381"	"106.877"	"106.877"	"106.877"	"CAD"	"5.15"	"4.879760"	"No"
"PROV QUEBEC 5.5% 1DC14"	""	"B55497"	"Provincial Bonds"	"2601381"	"112.244"	"112.244"	"112.244"	"CAD"	"4.90"	"2.782342"	"No"
"PROV QUEBEC 8.5% 1AP26"	""	"B54905"	"Provincial Bonds"	"2601381"	"140.863"	"140.863"	"140.863"	"CAD"	"6.03"	"4.830508"	"No"
"PROV QUEBEC 4.5% 1DC18"	""	"B55485"	"Provincial Bonds"	"2601381"	"104.344"	"104.344"	"104.344"	"CAD"	"4.31"	"3.913827"	"No"
"PROV QUEBEC 4.5% 1DC19"	""	"B55504"	"Provincial Bonds"	"2601381"	"103.025"	"103.025"	"103.025"	"CAD"	"4.37"	"4.122583"	"No"
"PROV QUEBEC 5.75% 1DC36"	""	"B54908"	"Provincial Bonds"	"2601381"	"112.989"	"112.989"	"112.989"	"CAD"	"5.09"	"4.876684"	"No"
"PROV QUEBEC 6.25% 1DC10"	""	"B55442"	"Provincial Bonds"	"2601381"	"104.785"	"104.785"	"104.785"	"CAD"	"5.96"	"0.589727"	"No"
"PROV QUEBEC U$ 5% 1MR16"	""	"B55063"	"Provincial Bonds"	"2601381"	"109.059"	"109.059"	"109.059"	"USD"	"4.58"	"3.344536"	"No"
"PROV SASK 5.25% 3JN14"	""	"B80806"	"Provincial Bonds"	"2601391"	"111.067"	"111.067"	"111.067"	"CAD"	"4.73"	"2.547863"	"No"
"PROV SASK 5.75% 5MR29"	""	"B80781"	"Provincial Bonds"	"2601391"	"113.074"	"113.074"	"113.074"	"CAD"	"5.09"	"4.704794"	"No"
"PROV SASK 6.15% 1SP10"	""	"B80794"	"Provincial Bonds"	"2601391"	"103.408"	"103.408"	"103.408"	"CAD"	"5.95"	"0.424301"	"No"
"PROV SASK 8.75% 30MY25"	""	"B80792"	"Provincial Bonds"	"2601391"	"144.183"	"144.183"	"144.183"	"CAD"	"6.07"	"4.680787"	"No"
"PROVIDENCE SERVICE CORP"	"PRSC"	"555782"	"Common Stock"	"330"	"13.750"	"13.790"	"13.750"	"USD"	"n/a"	""	"No"
"PROVIDENT ENERGY T/U"	"PVE.UN"	"268563"	"Trust Units"	"3158001"	"8.410"	"8.480"	"8.440"	"CAD"	"8.53"	""	"No"
"PROVIDENT VENTURES CORP"	""	"555844"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"PROVIGO INC PFD SR 1"	""	"555873"	"Preferred Shares"	"310"	"25.000"	"25.000"	"0.000"	"CAD"	"8.00"	""	"No"
"PRT FOREST REGENERATN-T/U"	"PRT.UN"	"551500"	"Trust Units"	"3308001"	"1.980"	"2.100"	"1.980"	"CAD"	"12.12"	""	"No"
"PRUDENTIAL FINANCIAL INC"	"PRU"	"556522"	"Common Stock"	"315"	"50.710"	"50.730"	"50.710"	"USD"	"1.38"	""	"No"
"PRUDENTIAL PLC -ADS-"	"PUK"	"556511"	"Common Stock"	"315"	"19.890"	"19.900"	"19.900"	"USD"	"n/a"	""	"No"
"PRV NE CB SU 5.75%10MI13*"	""	"B15202"	"Provincial Bonds"	"2601355"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"n/a"	"No"
"PRV NS CB SU 4.5% 14JL15"	""	"B15215"	"Step-up Bonds"	"2601355"	"100.000"	"100.000"	"100.000"	"CAD"	"4.50"	"4.499703"	"No"
"PRV NS RED T/P4.75% 9AU14"	""	"B15209"	"Provincial Bonds"	"2601355"	"100.000"	"100.000"	"100.000"	"CAD"	"4.75"	"4.749482"	"No"
"PSINET INC"	""	"520627"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"PSYCHIATRIC SOLUTIONS INC"	"PSYS"	"556602"	"Common Stock"	"315"	"23.540"	"23.550"	"23.540"	"USD"	"0.00"	""	"No"
"PT TELEKOMUNIKASI ADR"	"TLK"	"551034"	"Common Stock"	"3158000"	"39.250"	"39.260"	"39.250"	"USD"	"0.58"	""	"No"
"PTE-CLAIRE BEO 4.35%9AG11"	""	"Q58964"	"Municipal & Para-governmental Bonds"	"2601411"	"103.751"	"103.751"	"103.751"	"CAD"	"4.19"	"1.868423"	"No"
"PTE-CLAIRE BEO4.15%28AP10"	""	"Q58953"	"Municipal & Para-governmental Bonds"	"2601411"	"100.803"	"100.803"	"100.803"	"CAD"	"4.12"	"0.989096"	"No"
"PTEK HOLDINGS INC"	"PTEK"	"551047"	"Common Stock"	"315"	"10.690"	"10.680"	"10.710"	"USD"	"n/a"	""	"No"
"PTF SER BAL /D/N"	"CIG7715"	"994166"	"Balanced Funds"	"3807520"	"21.110"	"21.110"	"21.110"	"CAD"	"0.50"	""	"No"
"PTF SER BAL FD /N"	"CIG7710"	"994164"	"Balanced Funds"	"3807520"	"21.110"	"21.110"	"21.110"	"CAD"	"0.50"	""	"No"
"PUBLIC SERV ENTERPR GROUP"	"PEG"	"557223"	"Common Stock"	"315"	"31.440"	"31.460"	"31.440"	"USD"	"4.23"	""	"No"
"PULSE SEISMIC INC"	"PSD"	"557447"	"Common Stock"	"330"	"1.440"	"1.480"	"1.450"	"CAD"	"13.79"	""	"No"
"PULTE HOMES INC"	"PHM"	"557450"	"Common Stock"	"315"	"10.210"	"10.220"	"10.230"	"USD"	"1.56"	""	"No"
"PURCELL ENERGY LTD *"	""	"557718"	"Common Stock"	"330"	"0.000"	"0.660"	"0.000"	"USD"	"n/a"	""	"No"
"PURE GOLD MINERALS INC *"	"PUG"	"557900"	"Common Stock"	"330"	"0.000"	"0.015"	"0.000"	"CAD"	"n/a"	""	"No"
"PUREPOINT URANIUM GROUP"	"PTU"	"557986"	"Common Stock"	"330"	"0.150"	"0.160"	"0.150"	"CAD"	"n/a"	""	"No"
"PUT -100 ABX APR@32"	"ABX.PJ"	"77821R"	"Options"	"550"	"0.570"	"0.640"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 AEM MAR@60"	"AEM.OL"	"809280"	"Options"	"550"	"5.800"	"6.000"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 BCE FEB@25"	"BCE.NX"	"82340S"	"Options"	"550"	"0.010"	"0.070"	"0.070"	"CAD"	"n/a"	""	"No"
"PUT -100 CM JUL@62"	"CM.SO"	"817623"	"Options"	"550"	"3.550"	"3.700"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 CNQ AUG@56"	"CQN.TA"	"79429N"	"Options"	"550"	"1.250"	"1.490"	"1.490"	"CAD"	"n/a"	""	"No"
"PUT -100 CNQ FEB@50"	"CQN.NJ"	"77740J"	"Options"	"550"	"0.000"	"0.150"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 CNQ FEB@64"	"CQN.NG"	"82104C"	"Options"	"550"	"0.260"	"0.320"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 CNQ MAY@54"	"CQN.QX"	"82489D"	"Options"	"550"	"0.330"	"0.500"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 ECA + CVE AP@52"	"ECQ100417P52"	"76917H"	"Options"	"550"	"0.550"	"0.700"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 FTS APR@24"	"FTS.PR"	"833357"	"Options"	"550"	"0.040"	"0.150"	"0.150"	"CAD"	"n/a"	""	"No"
"PUT -100 G JUL@34"	"G.SL"	"80971C"	"Options"	"550"	"1.880"	"1.900"	"1.900"	"CAD"	"n/a"	""	"No"
"PUT -100 GIB.A FEB@11"	"GIB.NH"	"81190Z"	"Options"	"550"	"0.000"	"0.100"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 HSE JUL@32"	"HSE.SJ"	"78667S"	"Options"	"550"	"5.000"	"5.200"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 NA APR@50"	"NA.PJ"	"78811Q"	"Options"	"550"	"0.450"	"0.600"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 PEP JUL@65"	"PEP.SM"	"802140"	"Options"	"550"	"6.700"	"6.900"	"0.000"	"USD"	"n/a"	""	"No"
"PUT -100 RCI.B APR@28"	"RCI.PB"	"81874B"	"Options"	"550"	"0.150"	"0.250"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 SJR.B MAR@18"	"SJR.OQ"	"81371L"	"Options"	"550"	"0.030"	"0.080"	"0.080"	"CAD"	"n/a"	""	"No"
"PUT -100 SSO JUL@25"	"SSO.SE"	"79524E"	"Options"	"550"	"6.000"	"6.200"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 SU JUN@36"	"SU.RO"	"81338S"	"Options"	"550"	"3.150"	"3.300"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 SU MAR@27"	"SU.OA"	"78731U"	"Options"	"550"	"0.070"	"0.160"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 SU SEP@30"	"SU.UF"	"784959"	"Options"	"550"	"1.560"	"1.570"	"1.570"	"CAD"	"n/a"	""	"No"
"PUT -100 TA JUN@19"	"TA.RX"	"80812S"	"Options"	"550"	"0.250"	"0.300"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 VLO JUN@15"	"VLB.RO"	"77162D"	"Options"	"550"	"0.500"	"0.530"	"0.530"	"USD"	"n/a"	""	"No"
"PUT -100 XGD JUN@20"	"XGD.RD"	"793819"	"Options"	"550"	"1.800"	"1.950"	"0.000"	"CAD"	"n/a"	""	"No"
"PUT -100 XRAY JUL@35"	"XEQ.SG"	"78146T"	"Options"	"550"	"2.550"	"2.750"	"0.000"	"USD"	"n/a"	""	"No"
"PWB GIC 2.1% 12MR10A"	""	"W16481"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"2.10"	"2.100000"	"No"
"PWB GIC 4.2% 20AG10A"	""	"W16257"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.20"	"4.200000"	"No"
"PWB GIC 4.6% 9OC13A"	""	"W16335"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.60"	"4.600000"	"No"
"PYNG MEDICAL CORP"	"PYT"	"558061"	"Common Stock"	"330"	"0.185"	"0.210"	"0.185"	"CAD"	"n/a"	""	"No"
"Q ENERGY LTD"	"QE"	"558222"	"Common Stock"	"330"	"0.600"	"0.600"	"0.000"	"CAD"	"n/a"	""	"No"
"QEX RESOURCES INC"	""	"558104"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"QI SYSTEMS INC"	"QIII"	"558118"	"Common Stock"	"330"	"0.001"	"0.001"	"0.001"	"USD"	"n/a"	""	"No"
"QLT INC"	"QLT"	"558111"	"Common Stock"	"315"	"4.820"	"4.890"	"4.880"	"CAD"	"n/a"	""	"No"
"QSB CE00 SEC+ 0.4% 1NV10"	"QSBSCE00NV"	"B58422"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"0.40"	"0.400000"	"No"
"QSB E01COM SEC+1.15%1DC11"	""	"B58668"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"1.15"	"1.150000"	"No"
"QSI 4JN12"	""	"B59003"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"n/a"	"0.000000"	"No"
"QUADRA MINING LTD"	"QUA"	"558358"	"Common Stock"	"315"	"16.430"	"16.470"	"16.430"	"CAD"	"n/a"	""	"No"
"QUALCOMM INC"	"QCOM"	"558300"	"Common Stock"	"315"	"46.920"	"46.940"	"46.910"	"USD"	"n/a"	""	"No"
"QUALITY QUEST SYS INC"	""	"558255"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"QUE CROIS&REV"	"CQGF119"	"560222"	"Equity Funds"	"3807100"	"25.220"	"25.220"	"25.220"	"CAD"	"n/a"	""	"No"
"QUE FDS CROIS"	"QGF119C"	"996931"	"Canadian Equity Funds"	"3807150"	"31.205"	"31.205"	"31.205"	"CAD"	"n/a"	""	"No"
"QUE FRB C 5.20%A 2SP14"	""	"U61861"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"5.20"	"5.200000"	"No"
"QUE FRB C 4.50%A 27JA15"	""	"U74513"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"n/a"	"0.000000"	"No"
"QUE FRB C 5.20%A 11JN14"	""	"K77318"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"5.20"	"5.200000"	"No"
"QUE FRB R 4.10%A 24AG15"	""	"K37229"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.10"	"4.100000"	"No"
"QUE FRB R 4.25%A 3OC13"	""	"U63676"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.25"	"4.250000"	"No"
"QUE FRB R 4.50%A 2MR15"	""	"U74712"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"QUE FRB R 4.50%A 10FB15"	""	"U74600"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"QUE FRB R 3.60%A 13AP10"	""	"U74975"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"3.60"	"3.600000"	"No"
"QUE FRB R 3.75%A 16JA12"	""	"N21766"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"3.75"	"3.750000"	"No"
"QUE FRB R 4.30%A 26OC15"	""	"K37506"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.30"	"4.300000"	"No"
"QUE FRB R 4.40%A 20MY15"	""	"K77794"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.40"	"4.400000"	"No"
"QUE FRB R 4.50%A 27JA15"	""	"U74510"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"QUE FRB R 4.50%A 29DC14"	""	"U74354"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"QUE FRB R 5.10%A 9JN14"	""	"N54480"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"5.10"	"5.100000"	"No"
"QUE FRB R 5.10%A 20MY14"	""	"N54397"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"5.10"	"5.100000"	"No"
"QUE FRB R 5.20%A 11JN14"	""	"K77312"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"5.20"	"5.200000"	"No"
"QUE FRB R 5.20%M 14JL14"	""	"N49627"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"5.20"	"5.200000"	"No"
"QUE FRB 'C'4.95%A 20JA14"	""	"N19823"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"n/a"	"0.000000"	"No"
"QUE FRB 'C'5.00%A 3OC12"	""	"U62779"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"n/a"	"0.000000"	"No"
"QUE HYD 6.50% 15FB35"	""	"B68028"	"Provincial Bonds"	"2601385"	"122.795"	"122.795"	"122.795"	"CAD"	"5.29"	"4.908786"	"No"
"QUE HYD -SER HM- 15AG20"	""	"B68197"	"Strip Bonds"	"2601385"	"61.902"	"61.902"	"61.902"	"CAD"	"n/a"	"4.649516"	"No"
"QUE HYDRO GLB9.625%15JL22"	""	"B68217"	"Provincial Bonds"	"2601385"	"147.718"	"147.718"	"147.718"	"CAD"	"6.52"	"4.564602"	"No"
"QUE SUB C 3.65%A 19OC15"	""	"K37473"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"3.65"	"3.650000"	"No"
"QUE SUB C 3.70%A 13MR17"	""	"N22892"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"3.70"	"3.700000"	"No"
"QUE SUB C 4.00%A 4MY15"	""	"U60078"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"4.00"	"4.000000"	"No"
"QUE SUB C 4.30%A 24AG17"	""	"N26997"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"4.30"	"4.300000"	"No"
"QUE SUB C 6.25%A 25FB13"	""	"U60849"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"6.25"	"6.250000"	"No"
"QUE SUB C 6.75%A 30JN10"	""	"K77791"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"n/a"	"6.750000"	"No"
"QUE SUB C 6.80%A 2MR11"	""	"K77963"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"6.80"	"6.800000"	"No"
"QUE SUB C 6.80%A 16FB11"	""	"K77743"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"6.80"	"6.800000"	"No"
"QUE SUB C 7.00%A 8NV10"	""	"K77913"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"7.00"	"7.000000"	"No"
"QUE SUB C 7.00%A 17JA11"	""	"K77988"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"7.00"	"7.000000"	"No"
"QUE SUB C 7.00%A 21DC10"	""	"K77968"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"7.00"	"7.000000"	"No"
"QUE SUB C 8.00%A 5AP10"	""	"K77636"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"8.00"	"8.000000"	"No"
"QUE SUB C 8.00%A 31MR10"	""	"K77626"	"Quebec Savings Bonds (Compound Interest)"	"2611382"	"100.000"	"100.000"	"100.000"	"CAD"	"8.00"	"8.000000"	"No"
"QUE SUB R 4.10%A 28JN17"	""	"N26727"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.10"	"4.100000"	"No"
"QUE SUB R 4.20%A 4JL17"	""	"N26750"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.20"	"4.200000"	"No"
"QUE SUB R 4.75%A 2JL13"	""	"U62423"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"4.75"	"4.750000"	"No"
"QUE SUB R 8.00%A 1MR10"	""	"K77488"	"Quebec Savings Bonds"	"2611382"	"100.000"	"100.000"	"0.000"	"CAD"	"8.00"	"8.000000"	"No"
"QUE URB COMM 11% 23JA11"	""	"Q61649"	"Municipal & Para-governmental Bonds"	"2601411"	"109.132"	"109.132"	"109.132"	"CAD"	"10.08"	"1.700184"	"No"
"QUEBEC BEO 4% 24FB10"	""	"Q61727"	"Municipal & Para-governmental Bonds"	"2601411"	"100.212"	"100.212"	"100.212"	"CAD"	"3.99"	"1.373562"	"No"
"QUEBEC BEO 6% 25AP11"	""	"Q61635"	"Municipal & Para-governmental Bonds"	"2601411"	"105.194"	"105.194"	"105.194"	"CAD"	"5.70"	"1.768480"	"No"
"QUEBEC BEO 6% 25AP12"	""	"Q61636"	"Municipal & Para-governmental Bonds"	"2601411"	"108.274"	"108.274"	"108.274"	"CAD"	"5.54"	"2.204104"	"No"
"QUEBEC BEO 4% 14JL13"	""	"Q61779"	"Municipal & Para-governmental Bonds"	"2601411"	"103.754"	"103.754"	"103.754"	"CAD"	"3.86"	"2.855605"	"No"
"QUEBEC BEO 1.5% 23SP11"	""	"Q62470"	"Municipal & Para-governmental Bonds"	"2601411"	"99.345"	"99.345"	"99.345"	"CAD"	"1.51"	"1.902853"	"No"
"QUEBEC BEO 3.3% 14JL10"	""	"Q61776"	"Municipal & Para-governmental Bonds"	"2601411"	"101.107"	"101.107"	"101.107"	"CAD"	"3.26"	"0.931495"	"No"
"QUEBEC BEO 4.1% 27JN10"	""	"Q61816"	"Municipal & Para-governmental Bonds"	"2601411"	"101.314"	"101.314"	"101.314"	"CAD"	"4.05"	"0.958162"	"No"
"QUEBEC BEO 4.2% 2JL11"	""	"Q61678"	"Municipal & Para-governmental Bonds"	"2601411"	"103.346"	"103.346"	"103.346"	"CAD"	"4.06"	"1.828562"	"No"
"QUEBEC BEO 4.2% 20OC15"	""	"Q61792"	"Municipal & Para-governmental Bonds"	"2601411"	"102.918"	"102.918"	"102.918"	"CAD"	"4.08"	"3.630748"	"No"
"QUEBEC BEO 4.2% 27JN11"	""	"Q61817"	"Municipal & Para-governmental Bonds"	"2601411"	"103.316"	"103.316"	"103.316"	"CAD"	"4.07"	"1.823428"	"No"
"QUEBEC BEO 4.4% 10DC11"	""	"Q61758"	"Municipal & Para-governmental Bonds"	"2601411"	"104.393"	"104.393"	"104.393"	"CAD"	"4.21"	"1.998360"	"No"
"QUEBEC BEO 4.4% 23SP19"	""	"Q62474"	"Municipal & Para-governmental Bonds"	"2601411"	"98.092"	"98.092"	"98.092"	"CAD"	"4.49"	"4.646743"	"No"
"QUEBEC BEO 4.5% 2JL13"	""	"Q61680"	"Municipal & Para-governmental Bonds"	"2601411"	"105.388"	"105.388"	"105.388"	"CAD"	"4.27"	"2.842634"	"No"
"QUEBEC BEO 4.6% 4NV11"	""	"Q61709"	"Municipal & Para-governmental Bonds"	"2601411"	"104.574"	"104.574"	"104.574"	"CAD"	"4.40"	"1.961542"	"No"
"QUEBEC BEO 4.6% 16DC10"	""	"Q61718"	"Municipal & Para-governmental Bonds"	"2601411"	"102.728"	"102.728"	"102.728"	"CAD"	"4.48"	"1.501520"	"No"
"QUEBEC BEO 4.7% 10DC13"	""	"Q61760"	"Municipal & Para-governmental Bonds"	"2601411"	"106.075"	"106.075"	"106.075"	"CAD"	"4.43"	"3.025280"	"No"
"QUEBEC BEO 4.8% 10DC14"	""	"Q61761"	"Municipal & Para-governmental Bonds"	"2601411"	"106.336"	"106.336"	"106.336"	"CAD"	"4.51"	"3.378210"	"No"
"QUEBEC BEO 5.1% 7JL12"	""	"Q61739"	"Municipal & Para-governmental Bonds"	"2601411"	"106.574"	"106.574"	"106.574"	"CAD"	"4.79"	"2.323820"	"No"
"QUEBEC BEO 5.4% 20DC12"	""	"Q61660"	"Municipal & Para-governmental Bonds"	"2601411"	"107.760"	"107.760"	"107.760"	"CAD"	"5.01"	"2.604459"	"No"
"QUEBEC BEO 2.25% 23SP12"	""	"Q62471"	"Municipal & Para-governmental Bonds"	"2601411"	"99.496"	"99.496"	"99.496"	"CAD"	"2.26"	"2.446467"	"No"
"QUEBEC BEO 2.75% 23SP13"	""	"Q62472"	"Municipal & Para-governmental Bonds"	"2601411"	"99.366"	"99.366"	"99.366"	"CAD"	"2.77"	"2.933449"	"No"
"QUEBEC BEO 3.2% 19FB13"	""	"Q62418"	"Municipal & Para-governmental Bonds"	"2601411"	"101.493"	"101.493"	"101.493"	"CAD"	"3.15"	"2.689309"	"No"
"QUEBEC BEO 3.7% 19FB14"	""	"Q62419"	"Municipal & Para-governmental Bonds"	"2601411"	"102.275"	"102.275"	"102.275"	"CAD"	"3.62"	"3.099986"	"No"
"QUEBEC BEO 3.75% 14JL12"	""	"Q61778"	"Municipal & Para-governmental Bonds"	"2601411"	"103.384"	"103.384"	"103.384"	"CAD"	"3.63"	"2.331685"	"No"
"QUEBEC BEO 3.75% 21DC10"	""	"Q61797"	"Municipal & Para-governmental Bonds"	"2601411"	"101.998"	"101.998"	"101.998"	"CAD"	"3.68"	"1.514693"	"No"
"QUEBEC BEO 3.8% 19DC11"	""	"Q61837"	"Municipal & Para-governmental Bonds"	"2601411"	"103.325"	"103.325"	"103.325"	"CAD"	"3.68"	"2.005338"	"No"
"QUEBEC BEO 4% 13OC11"	""	"Q61827"	"Municipal & Para-governmental Bonds"	"2601411"	"103.462"	"103.462"	"103.462"	"CAD"	"3.87"	"1.935647"	"No"
"QUEBEC BEO 4.05% 24FB12"	""	"Q61768"	"Municipal & Para-governmental Bonds"	"2601411"	"103.962"	"103.962"	"103.962"	"CAD"	"3.90"	"2.094141"	"No"
"QUEBEC BEO 4.1% 18DC10"	""	"Q62397"	"Municipal & Para-governmental Bonds"	"2601411"	"102.297"	"102.297"	"102.297"	"CAD"	"4.01"	"1.506824"	"No"
"QUEBEC BEO 4.15% 21DC14"	""	"Q61801"	"Municipal & Para-governmental Bonds"	"2601411"	"103.417"	"103.417"	"103.417"	"CAD"	"4.01"	"3.387254"	"No"
"QUEBEC BEO 4.25% 13OC14"	""	"Q61830"	"Municipal & Para-governmental Bonds"	"2601411"	"104.012"	"104.012"	"104.012"	"CAD"	"4.09"	"3.322554"	"No"
"QUEBEC BEO 4.4% 25SP12"	""	"Q61977"	"Municipal & Para-governmental Bonds"	"2601411"	"104.977"	"104.977"	"104.977"	"CAD"	"4.19"	"2.456640"	"No"
"QUEBEC BEO 4.45% 24FB12"	""	"Q61729"	"Municipal & Para-governmental Bonds"	"2601411"	"104.769"	"104.769"	"104.769"	"CAD"	"4.25"	"2.095787"	"No"
"QUEBEC BEO 4.55% 10DC12"	""	"Q61759"	"Municipal & Para-governmental Bonds"	"2601411"	"105.405"	"105.405"	"105.405"	"CAD"	"4.32"	"2.585244"	"No"
"QUEBEC BEO 5.05% 24OC10"	""	"Q61644"	"Municipal & Para-governmental Bonds"	"2601411"	"102.770"	"102.770"	"102.770"	"CAD"	"4.91"	"1.296615"	"No"
"QUEBEC BEO 5.25% 20DC11"	""	"Q61659"	"Municipal & Para-governmental Bonds"	"2601411"	"106.007"	"106.007"	"106.007"	"CAD"	"4.95"	"2.012429"	"No"
"QUEBEC BEO 5.85% 25AP10"	""	"Q61634"	"Municipal & Para-governmental Bonds"	"2601411"	"101.182"	"101.182"	"101.182"	"CAD"	"5.78"	"1.041750"	"No"
"QUEBEC BEO 6.15% 15NV10"	""	"Q61612"	"Municipal & Para-governmental Bonds"	"2601411"	"103.792"	"103.792"	"103.792"	"CAD"	"5.93"	"1.386943"	"No"
"QUEBEC BEO 2.15% 19FB11"	""	"Q62416"	"Municipal & Para-governmental Bonds"	"2601411"	"100.499"	"100.499"	"100.499"	"CAD"	"2.14"	"1.676093"	"No"
"QUEBEC BEO 2.85% 19FB12"	""	"Q62417"	"Municipal & Para-governmental Bonds"	"2601411"	"101.548"	"101.548"	"101.548"	"CAD"	"2.81"	"2.080888"	"No"
