Description	Symbol	Security	Subcategory	Type	Bid	Ask	Close	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Region	Non-redeemable	Maturity	Market	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing
SUN LF FL-A-N/CM-S5 PFD	SLF.PR.E	644459	Fixed Rate Perpetual Preferred Shares	310	19.81	19.98	19.86	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	11/23/2009	0.281	5.66		No
SUN LF FL-A-N/CM-S6R PFD	SLF.PR.F	644460	Preferred Shares	310	27.75	27.88	27.75	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	11/23/2009	0.375	5.41		No
SUN LIFE FINANCIAL INC	SLF	644451	Common Stock	315	31.71	31.82	31.78	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	11/23/2009	0.36	4.53		No
SUN MICROSYSTEMS INC-NEW	JAVA	645748	Common Stock	315	9.47	9.48	9.48	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
SUN-RYPE PRODUCTS LTD	SRF	645153	Common Stock	330	8.8	9.24	8.75	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	03/06/2008	0.04	1.83		No
SUNAMERICA FOCUS ALPHA GW	FGF	644510	Common Stock	3308015	13.53	13.54	13.54	USD								n/a	US	No		NYS	0	n/a	4	Equity	12/16/2009	0.05	1.48		No
SUNBEAM CORP *		644650	Common Stock	330	0	0	0	USD								n/a	US	No			0	n/a	4	Equity		0	n/a		No
SUNCOR EN MTN 5.8% 22MY18		W91921	Corporate Bonds	2606000	109.084	109.084	109.084	CAD								n/a	CA	No	05/22/2018		5.8	n/a	2	Bond		0	5.32	4.479421	No
SUNCOR ENERGY INC *	SU	645700	Common Stock	330	0	0	0	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	06/02/2009	0.05	n/a		No
SUNCOR ENERGY INC NEW	SU	645705	Common Stock	315	35.13	35.18	35.13	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	11/30/2009	0.1	1.14		No
SUNCOR ENG 6.7% 22AG11S		W91912	Corporate Bonds	2606000	107.754	107.754	107.754	CAD								n/a	CA	No	08/22/2011		6.7	n/a	2	Bond		0	6.22	1.692355	No
SUNDUST RESOURCES INC		576839	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
SUNOCO INC	SUN	645145	Common Stock	315	26.07	26.08	26.07	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/06/2009	0.3	4.6		No
SUNRISE SR LVG REIT T/U	SZR.UN	646280	Real Estate Investment Trusts	3308001	16.54	16.56	16.53	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	02/26/2007	0.073	0		No
SUNSET AMER DIST FND'FRAC		997533	Investment Funds	380	15.05	15.05	15.05	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
SUNSTONE HOTEL INVS INC	SHO	647366	Common Stock	3158008	8.89	8.9	8.9	USD								n/a	US	No		NYS	0	n/a	4	Equity	12/17/2008	0.75	33.71		No
SUNTECH PWR HLDGS CO ADR	STP	647400	Common Stock	3158000	13.27	13.32	13.38	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity		0	n/a		No
SUNTRUST BANKS INC	STI	647374	Common Stock	315	23.98	24	24	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/27/2009	0.01	0.17		No
SUPER PL EX CV5.85%31OC15	SPB.DB.C	W93229	Convertible Debentures	2756000	99.4	99.5	99.5	CAD								n/a	CA	No	10/31/2015	TSE	5.85	n/a	2	Bond		0	5.88	5.95155	No
SUPER PLUS CV 5.75%31DC1*	SPF.DB.B	W93151	Convertible Debentures	2756000	80.05	80.05	80.05	CAD								n/a	CA	No	12/31/2012	TSE	5.75	n/a	2	Bond		0	7.18	14.316765	No
SUPER PLUS CV 5.75%31DC12	SPB.DB.B	W93228	Bonds (other)	2756000	102.75	103	103	CAD								n/a	CA	No	12/31/2012	TSE	5.75	n/a	2	Bond		0	5.58	4.64197	No
SUPER PLUS CV 5.85%31OC1*	SPF.DB.C	W93152	Convertible Debentures	2756000	75	75	75	CAD								n/a	CA	No	10/31/2015	TSE	5.85	n/a	2	Bond		0	7.8	11.974649	No
SUPERIOR ENERGY SVCS	SPN	648502	Common Stock	315	23.88	23.89	23.88	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
SUPERIOR PLUS CORP	SPB	648546	Common Stock	315	14.02	14.04	14.02	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	01/27/2010	0.135	11.55		No
SUPERIOR PLUS INCM FD T/*	SPF.UN	648533	Trust Units	3308001	12.99	13	13	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	12/29/2008	0.135	12.46		No
SUPERVALU INC	SVU	649421	Common Stock	315	15.08	15.09	15.08	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/27/2009	0.175	4.64		No
SUPREMEX INCOME FUND T/U	SXP.UN	649894	Trust Units	3308001	2.29	2.33	2.33	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	01/27/2010	0.01	5.15		No
SUR AMERICAN GOLD CORP *	SUR	649968	Common Stock	330	0.13	0.14	0.135	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
SURE ENERGY INC	SHR	649978	Common Stock	330	0.7	0.73	0.7	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
SUSSEX REALTY -B-		651310	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
SUTTON BEO 3.6% 15MR10		Q63797	Municipal & Para-governmental Bonds	2601411	100.353	100.353	100.353	CAD								n/a	CA	No	03/15/2010		3.6	n/a	2	Bond		0	3.59	0.975867	No
SWEDISH KRONA		752770	Currencies	9008016	0	10	0	USD								n/a	ZZ	No			0	n/a	0	Currency		0	n/a		No
SWISS HELVETIA FUND INC	SWZ	651988	Common Stock	3308015	11.31	11.32	11.3	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	12/09/2009	0.211	n/a		No
SWISS REINSURANCE ADR	SWCEY	651991	Common Stock	3308000	0	0	44.17	USD								n/a	ZZ	No		NAS	0	n/a	0	Equity	03/13/2009	0.085	n/a		No
SWISS WATER DECAF COF T/U	SWS.UN	651995	Trust Units	3308001	3.77	3.85	3.85	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	01/27/2010	0.03	9.35		No
SXC HEALTH SOLUTIONS CORP	SXC	595213	Common Stock	315	49.5	50.8	50.77	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
SYBASE INC	SY	652103	Common Stock	315	41.01	41.02	41.03	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
SYCAMORE NETWORKS INC *	SCMR	652191	Common Stock	330	2.01	2.02	2.01	USD								n/a	US	No		NAS	0	n/a	0	Equity	11/26/2009	1	n/a		No
SYMANTEC CP	SYMC	652230	Common Stock	315	18.44	18.46	18.47	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
SYN AME RSP /D/N	CIG800	992305	US Equity Funds	3807250	9.79	9.79	9.79	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
SYN AMER /D/N	CIG621	992310	US Equity Funds	3807250	10.09	10.09	10.09	CAD								n/a	US	No			0	n/a	1	Mutual Fund	12/22/2009	0.092	0.91		No
SYN CD S/T INC CL1/N	CIG6306	981641	Canadian Bonds & Income Funds	3807705	5.62	5.62	5.62	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
SYN CDN CC /N	CIG6103	993682	Canadian Equity Funds	3807154	12.66	12.66	12.66	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/18/2009	0.184	1.45		No
SYN CDN CC /D/N	CIG6153	993688	Canadian Equity Funds	3807154	12.66	12.66	12.66	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/18/2009	0.184	1.45		No
SYN CDN CL F1 /D/N	CIG6303	981646	Canadian Equity Funds	3807154	12.66	12.66	12.66	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/18/2009	0.184	1.45		No
SYN FOC CDN EQTY /N	CIG6121	972569	Canadian Equity Funds	3807154	6.32	6.32	6.32	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
SYN FOC CDN EQTY/D/N	CIG6171	972570	Canadian Equity Funds	3807154	6.32	6.32	6.32	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
SYNAPSE SOFTWARE INC		652235	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
SYNGENTA AG-ADR	SYT	652349	Common Stock	3158000	51.86	51.89	51.95	USD								n/a	ZZ	No		NYS	0	n/a	1	Equity	04/21/2009	1.048	2.02		No
SYNOPSYS INC	SNPS	652260	Common Stock	315	21.74	21.77	21.74	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
SYNTEL INC	SYNT	652255	Common Stock	315	33.49	33.5	33.5	USD								n/a	US	No		NAS	0	n/a	4	Equity	12/29/2009	0.06	0.72		No
SYNTEX CORP	SYN	652602	Common Stock	315	24	24	24	USD								n/a	US	No		NY	0	n/a	4	Equity		0.26	0		No
SYSCO CORP	SYY	652305	Common Stock	315	27.74	27.76	27.76	USD								n/a	US	No		ASE	0	n/a	4	Equity	12/29/2009	0.25	3.6		No
SYSTEMS XCELLENCE INC *	SXC	652520	Common Stock	330	3.83	3.9	3.9	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
T M T RESOURCES INC	TMT.H	669145	Common Stock	330	0	0	0	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
TACTICAL ALLOCATION		760943	Balanced Funds	3807570	0	0	0	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAG-IT PACIFIC INC *	TAG	652855	Common Stock	330	0.93	0.98	0.97	USD								n/a	US	No		ASE	0	n/a	0	Equity		0	n/a		No
TAGISH LAKE GOLD CORP	TLG	652932	Common Stock	330	0.02	0.03	0.025	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
TAHERA DIAMOND CORP	TAH	653033	Common Stock	330	0	0	0	USD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
TAIGA BLDG SUB 14% 1SP20	TBL.NT	X05502	Corporate Bonds	2606000	88	89	89	CAD								n/a	CA	No	09/01/2020	TSE	14	n/a	12	Bond		0	15.73	16.171746	No
TAIWAN SEMICON MAN SP/ADR	TSM	652986	Common Stock	3158000	10.13	10.15	10.15	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	07/15/2009	0.364	n/a		No
TAKE-TWO INTERACTIVE SFTW	TTWO	653072	Common Stock	315	9.12	9.13	9.12	USD								n/a	US	No		NAS	0	n/a	0	Equity	09/25/2008	0	n/a		No
TAL CD MED DS(LS) /D	TAL875C	996951	Canadian Equity Funds	3807040	10.45	10.45	10.45	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN EQTY GWT/D/N	TAL152	994446	Canadian Equity Funds	3807150	8.347	8.347	8.347	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN EQTY GWTH /N	TAL151	994445	Canadian Equity Funds	3807150	8.347	8.347	8.347	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN EQTY VAL /N	TAL020	997672	Canadian Equity Funds	3807150	17.129	17.129	17.129	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN EQTY VAL/D/N	TAL120	997605	Canadian Equity Funds	3807150	17.129	17.129	17.129	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN MED DISC/D/N	IPX875	996952	Canadian Equity Funds	3807040	6.711	6.711	6.711	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN S&T GW /D/N	WVN098	998059	Canadian Equity Funds	3807040	4.303	4.303	4.303	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL CDN S/C EQTY/D/N	TAL526	995686	Canadian Equity Funds	3807152	26.852	26.852	26.852	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL EURO TR FUND D/N	TAL520	995660	European Equity Funds	3807450	15.218	15.218	15.218	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL GL MUTLI RSP/D/N	TAL901	970435	Global Equity Funds	3807500	8.07	8.07	8.07	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TAL HIGH YLD BND/D/N	TAL518	995649	Bond Funds	3807680	8.721	8.721	8.721	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TALISMAN EN 4.44% 27JA11		X05707	Corporate Bonds	2606000	103.014	103.014	103.014	CAD								n/a	CA	No	01/27/2011		4.44	n/a	2	Bond		0	4.31	1.410346	No
TALISMAN ENERGY INC	TLM	653301	Common Stock	315	18.05	18.15	18.05	CAD								n/a	CA	No		TSE	0	n/a	2	Equity	12/09/2009	0.113	1.25		No
TALV CDN IN PTE S/N*	TAL874	997773	Canadian Equity Funds	3807150	4.32	4.32	4.32	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TALVEST AC LDR CDN/S	TAL120C	997606	Canadian Equity Funds	3807150	12.6	12.6	12.6	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TALVEST ACT VAL CDN	TAL020C	997729	Canadian Equity Funds	3807150	11.22	11.22	11.22	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TALVEST OBL /S	TAL122C	997609	Canadian Bonds & Income Funds	3807700	11.48	11.48	11.48	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TALVEST R/ACT CDN /S	TAL124C	997610	Balanced Funds	3807550	7.84	7.84	7.84	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TARGET CORP	TGT	655409	Common Stock	315	50.77	50.79	50.77	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/18/2009	0.17	1.34		No
TASEKO MINES LTD	TKO	655993	Common Stock	315	5.05	5.07	5.07	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
TATA MOTORS LTD-SPN ADR	TTM	656334	Common Stock	3158000	16.38	16.4	16.4	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	07/31/2009	0.121	n/a		No
TAYLOR GAS LIQUIDS T/U*		656917	Trust Units	3308001	0	5.25	0	CAD								n/a	CA	No			0	n/a	4	Equity		0.1	7.62		No
TCI SATELLITE ENTMT -A *		652595	Common Stock	330	12.125	12.25	12.125	USD								n/a	US	No			0	n/a	0	Equity	08/17/2000	0	n/a		No
TCPL MTN CB 5.1% 11JA17		X16541	Corporate Bonds	2606000	108.129	108.129	108.129	CAD								n/a	CA	No	01/11/2017		5.1	n/a	2	Bond		0	4.72	3.761546	No
TCPL MTN CB 7.31% 15JA27		X16501	Corporate Bonds	2606000	118.183	118.183	118.183	CAD								n/a	CA	No	01/15/2027		7.31	n/a	2	Bond		0	6.19	5.632089	No
TCR ENVIRONMENTAL CORP		652809	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
TCT LOGISTICS INC	TLI	652829	Common Stock	330	0	0	0	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
TD BANK-CL A 1ST PFD SR-J	TD.PR.J	671736	Preferred Shares	310	25.78	25.81	25.81	CAD								n/a	CA	No	01/01/2075	TSE	0	n/a	4	Equity	10/07/2005	0.319	4.94		No
TD BK CB-05 6.6%14AP10*		X11353	Bonds (other)	2602230	100.1	100.1	100.1	CAD								n/a	CA	No	04/14/2010		6.6	n/a	2	Bond		0	6.59	6.020777	No
TD BK N/C 5.6%-A SR-R 1PF	TD.PR.R	671858	Preferred Shares	310	24.9	24.93	24.9	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.35	5.62		No
TD BK N/C-A 4.6% SR-N 1PF	TD.PR.N	671855	Retractable Preferred Shares	310	26.23	26.3	26.27	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.288	4.38		No
TD BK N/C-A 4.85% S-O 1PF	TD.PR.O	671845	Fixed Rate Perpetual Preferred Shares	310	22.53	22.63	22.53	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.303	5.38		No
TD BK N/C-A 5% SR-AA 1PFD	TD.PR.A	671862	Preferred Shares	310	26.18	26.42	26.19	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.313	4.77		No
TD BK N/C-A 5.1% SR-Y 1PF	TD.PR.Y	671860	Preferred Shares	310	26.4	26.48	26.5	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.319	4.81		No
TD BK N/C-A 5.25% S-P 1PF	TD.PR.P	671843	Fixed Rate Perpetual Preferred Shares	310	23.67	23.9	23.89	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.328	5.49		No
TD BK N/C-A 5.6% S-AC 1PF	TD.PR.C	671863	Preferred Shares	310	27.05	27.16	27.06	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.35	5.17		No
TD BK N/C-A 5.6% SR-Q 1PF	TD.PR.Q	671857	Preferred Shares	310	24.85	24.94	24.94	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.35	5.61		No
TD BK N/C-A 6.25%S-AE 1PF	TD.PR.E	671865	Preferred Shares	310	27.79	27.87	27.79	CAD								n/a	CA	No	04/30/2014	TSE	0	n/a	4	Equity	01/06/2010	0.391	5.62		No
TD BK N/C-A 6.25%S-AG 1PF	TD.PR.G	671867	Preferred Shares	310	27.9	27.91	27.9	CAD								n/a	CA	No	04/30/2014	TSE	0	n/a	4	Equity	01/06/2010	0.391	5.6		No
TD BK NC 6.25%-A S-AK 1PF	TD.PR.K	671869	Preferred Shares	310	27.9	27.91	27.89	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.391	5.6		No
TD BK NC RED-A 4.7%-M 1PF	TD.PR.M	671854	Retractable Preferred Shares	310	26.17	26.22	26.18	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/06/2010	0.294	4.49		No
TD C/B CP YLD-F/NL/N	TDB211	968557	Canadian Bonds & Income Funds	3807700	15.23	15.23	15.23	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.043	3.39		No
TD C/B CPYLD/LL2/D/N	TDB210	968556	Canadian Bonds & Income Funds	3807700	15.22	15.22	15.22	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.036	2.8		No
TD CAP C19 9.523%30JN2108		X12349	Capital Trust	2602240	132.384	132.384	132.384	CAD								n/a	CA	No	06/30/2058		9.523	n/a	2	Bond		0	7.19	7.132309	No
TD CAP C21 6.631%30JN2108		X12350	Capital Trust	2602240	110.456	110.456	110.456	CAD								n/a	CA	No	06/30/2108		6.631	n/a	2	Bond		0	6	6.001288	No
TD CAP TR CB09 7.6%31DC49	TDD.M	X12345	Corporate Bonds	2602240	100	100	100	CAD								n/a	CA	No	12/31/2049	TSE	7.6	n/a	2	Bond		0	7.6	7.599328	No
TD CDN B/C EQ/LL/D/N	TDB844	974863	Canadian Equity Funds	3807154	15.218	15.218	15.218	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/19/2008	0.623	4.1		No
TD CDN B/C EQTY /N	TDB824	974861	Canadian Equity Funds	3807154	15.218	15.218	15.218	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/19/2008	0.623	4.1		No
TD CDN B/C EQTY /D/N	TDB834	974862	Canadian Equity Funds	3807154	15.218	15.218	15.218	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/19/2008	0.623	4.1		No
TD CDN BOND /N	TDB306	978805	Canadian Bonds & Income Funds	3807700	11.723	11.723	11.723	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/31/2009	0.089	3.02		No
TD CDN BOND /LL/D/N	TDB366	978807	Canadian Bonds & Income Funds	3807700	11.723	11.723	11.723	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/31/2009	0.089	3.02		No
TD CDN M/MKT-I /NL/N	TDB164	995451	Canadian Money Market Funds	3807850	10	10	10	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TD CDN MNY MKT /N	TDB305	978794	Canadian Money Market Funds	3807850	10	10	10	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0	0.05		No
TD CORP BD CAP YLD/N	TDB208	925048	Canadian Bonds & Income Funds	3807700	15.22	15.22	15.22	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.036	2.8		No
TD CRPBDCPYL /LL/D/N	TDB475	925049	Canadian Bonds & Income Funds	3807700	15.22	15.22	15.22	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.036	2.8		No
TD EMER MK-I SR NL/N	TDB638	988767	International Equity Funds	3807310	13.86	13.86	13.86	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TD EMER MKT ADV /N	TDB313	987344	International Equity Funds	3807310	17.499	17.499	17.499	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TD FID INTL PTF /D/N	TDS351	981710	International Equity Funds	3807300	30.108	30.108	30.108	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TD FID ITL PRT L/N/S	TDS301	980576	Investment Funds	3807300	100	100	100	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
TD GL DIV /N	TDB232	968767	Global Equity Funds	3807500	7.569	7.569	7.569	CAD								n/a	ZZ	No			0	n/a	4	Mutual Fund	12/31/2009	0.05	2.62		No
TD GL DIV /LL/D/N	TDB468	968590	Global Equity Funds	3807500	7.569	7.569	7.569	CAD								n/a	ZZ	No			0	n/a	4	Mutual Fund	12/31/2009	0.05	2.62		No
TD GL DIV /LL2/D/N	TDB234	968770	Global Equity Funds	3807500	7.569	7.569	7.569	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/31/2009	0.05	2.62		No
TD H/YLD INCM /N	TDB822	974855	Bond Funds	3807680	7.185	7.185	7.185	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.474	79.14		No
TD INC ADV PT-H/NL/N	TDB393	967284	Canadian Bonds & Income Funds	3807703	13.62	13.62	13.62	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.16	14.11		No
TD INCM ADV PTF-T /N	TDB390	967285	Canadian Bonds & Income Funds	3807703	13.539	13.539	13.539	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.162	14.32		No
TD INCM ADV-I /NL/N	TDB963	955333	Canadian Bonds & Income Funds	3807703	10.58	10.58	10.58	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.125	14.14		No
TD INCM ADVT PTF/D/N	TDB872	956653	Canadian Bonds & Income Funds	3807703	10.575	10.575	10.575	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.127	14.37		No
TD INCM ADVTG PTF /N	TDB816	956652	Canadian Bonds & Income Funds	3807703	10.575	10.575	10.575	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.127	14.37		No
TD MGD INCM-ADV /N	TDB740	954623	Canadian Bonds & Income Funds	3807703	10.299	10.299	10.299	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/31/2009	0.063	2.43		No
TD MTHLY INCM /D/N	TDB831	974853	Canadian Equity Funds	3807155	14.346	14.346	14.346	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0.371	31.04		No
TD REAL RET BND /N	TDB755	976364	Canadian Bonds & Income Funds	3807702	13.231	13.231	13.231	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/31/2009	0.058	1.76		No
TD REAL RET BND /D/N	TDB775	976365	Canadian Bonds & Income Funds	3807702	13.231	13.231	13.231	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/31/2009	0.058	1.76		No
TD S&P/TSX COMPOS INDX FD	TTF	671801	Trust Units	3308001	39.79	39.98	39.9	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/21/2005	0.161	1.62		No
TD SPLIT INC-CAP SHRS-A	TDS	652908	Common Stock	3308005	41.2	41.3	41.21	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	10/31/2005	0.17	1.65		No
TDB CB BEO CL-5 8.4%1DC10		X11666	Bonds (other)	2602230	100	100	100	CAD								n/a	CA	No	12/01/2010		8.4	n/a	2	Bond		0	8.4	8.377441	No
TDB CB-07 6.55% 31JL12*		X11359	Bonds (other)	2602230	108.7	108.7	108.7	CAD								n/a	CA	No	07/31/2012		6.55	n/a	2	Bond		0	6.03	2.937559	No
TDB CB-07 MTN 5.2% 4SP12		X11365	Bonds (other)	2602230	99.725	99.725	99.725	CAD								n/a	CA	No	09/04/2012		5.2	n/a	2	Bond		0	5.21	5.312075	No
TDB CB-13 5.69% 3JN18		X11366	Corporate Bonds	2602230	109.531	109.531	109.531	CAD								n/a	CA	No	06/03/2018		5.69	n/a	2	Bond		0	5.19	4.318002	No
TDB CB-15 5.48%-F/R 2AP20		X11514	Corporate Bonds	2602230	109.69	109.69	109.69	CAD								n/a	CA	No	04/02/2020		5.48	n/a	2	Bond		0	5	4.294479	No
TDB CB12 FX/FL5.382%1NV17		X11505	Corporate Bonds	2602230	108.048	108.048	108.048	CAD								n/a	CA	No	11/01/2017		5.382	n/a	2	Bond		0	4.98	4.1576	No
TDB E16 SU U$ 3.45% 8MR10		X11449	Corporate Bonds	2602230	99.88	99.88	99.88	USD								n/a	CA	No	03/08/2010		3.45	n/a	12	Bond		0	3.45	4.445413	No
TDB EX-14 S/U 3.05% 3MY10		X11459	Corporate Bonds	2602230	99.88	99.88	99.88	CAD								n/a	CA	No	05/03/2010		3.05	n/a	12	Bond		0	3.05	3.490101	No
TDB EX-19 S/U 3.6% 11AG10		X11612	Corporate Bonds	2602230	99.88	99.88	99.88	CAD								n/a	CA	No	08/11/2010		3.6	n/a	2	Bond		0	3.6	3.82142	No
TDN NA FIN CO S1/D/N	TDN148	935593	Miscellaneous	3807245	99.57	99.57	99.57	CAD								n/a	CA	No			0	n/a	0	Other		0	n/a		No
TDN U&T CO LN-1 /D/N	TDN186	923950	Miscellaneous	3807245	102.63	102.63	102.63	CAD								n/a	CA	No			0	n/a	0	Other		0	n/a		No
TDZ HOLDINGS INC	TDZHF	652826	Common Stock	330	0	0	0	CAD								n/a	CA	No		NAS	0	n/a	0	Equity		0	n/a		No
TECH DATA CORP	TECD	657902	Common Stock	315	43.24	43.28	43.28	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
TECHE HOLDING COMPANY	TSH	657911	Common Stock	330	30.77	31	30.77	USD								n/a	US	No		ASE	0	n/a	4	Equity	12/15/2009	0.355	4.61		No
TECHMIRE LTEE		657910	Common Stock	330	0	0	0	CAD								n/a	ZZ	No			0	n/a	0	Equity		0	n/a		No
TECHNIP SPONS ADR	TKP	658655	Common Stock	3308000	0	0	68.7	USD								n/a	FR	No		NYS	0	n/a	0	Equity	05/04/2009	1.635	n/a		No
TECK CO EX CV 3% 30SP21S	TCK.DB	X06591	Convertible Debentures	2756000	172.63	172.63	172.63	CAD								n/a	CA	No	09/30/2021	TSE	3	n/a	2	Bond		0	1.74	0	No
