Description	Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Clôture	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation
TECHE HOLDING COMPANY	TSH	657911	Actions ordinaires	330	"30,770"	"31,000"	"30,770"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,355"	2009-12-15	ASE	"4,61"		Non
TECHMIRE LTEE		657910	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
TECHNIP SPONS ADR	TKP	658655	Actions ordinaires	3308000	"0,000"	"0,000"	"68,700"	USD								FR	Non	n/d	n/d	"0,000"	Action	0		"1,635"	2009-05-04	NYS	n/d		Non
TECHNOLOGIES D-BOX INC-A	DBO.A	212535	Actions ordinaires	330	"0,330"	"0,335"	"0,340"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
TECK CO EX CV 3% 30SP21S	TCK.DB	X06591	Débentures convertibles	2756000	"172,630"	"172,630"	"172,630"	CAD								CA	Non	n/d	n/d	"3,000"	Obligation	2	2021-09-30	"0,000"		TSE	"1,74"	"0,000000"	Non
TECK RESOURCES LTD -B- SV	TCK.B	658690	Actions ordinaires	315	"39,120"	"39,140"	"39,140"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2008-06-12	TSE	n/d		Non
TECO ENERGY INC	TE	658735	Actions ordinaires	315	"15,740"	"15,750"	"15,750"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,200"	2009-11-12	NYS	"5,08"		Non
TECUMSEH PRODS CO	TECUA	658750	Actions ordinaires	330	"11,400"	"11,450"	"11,430"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,320"	2005-06-08	NAS	"11,20"		Non
TEE COMM-CV 9.5% 9MY01*		X06611	Obligations à escompte (autres)	2606000	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2001-05-09	"0,000"			n/d	n/d	Non
TEE-COMM ELECTRONICS INC*	TENXF	658832	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TEKLOGIX INTL INC	TKX	658923	Actions ordinaires	315	"35,000"	"35,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		T	n/d		Non
TELE COMM INC-A-LIB MED *		659136	Actions ordinaires	330	"37,000"	"37,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
TELE N/LESTE PART SA -ADS	TNE	659558	Actions ordinaires	3158000	"18,480"	"18,490"	"18,480"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"1,153"	2009-06-30	NYS	n/d		Non
TELE SUDEST CEL PRT SA-A*	TSD	659560	Actions ordinaires	330	"13,280"	"13,500"	"13,300"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,180"	2005-12-07	NYS	"5,40"		Non
TELECLONE INC CL-T- *		659173	Actions ordinaires	330	"24,850"	"25,000"	"24,850"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,375"	2000-08-11		"0,00"		Non
TELECOM CP NEW ZEALND ADS	NZT	659127	Actions ordinaires	330	"8,610"	"8,620"	"8,610"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,216"	2009-11-17	NYS	n/d		Non
TELECOM HLDRS TR DEP/REC	TTH	79685	Fonds négociés en bourse: Actions	315	"23,650"	"23,710"	"23,680"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,103"	2010-01-06	ASE	n/d		Non
TELECOM IT SPA ADR	TI	659168	Actions ordinaires	3308000	"14,410"	"14,420"	"14,410"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,651"	2009-04-20	NYS	n/d		Non
TELECOM IT SPA SPN ADR	TI.A	659170	Actions ordinaires	3308000	"11,010"	"11,040"	"11,010"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,794"	2009-04-20	NYS	n/d		Non
TELECOM ITALIA SPA	TIAOF	659167	Actions ordinaires	330	"1,534"	"1,534"	"1,534"	CAD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,050"	2009-04-20	NAS	"3,26"		Non
TELECOM SAO PAULO ADR PR	TSP	659184	Actions ordinaires	3308000	"23,030"	"23,090"	"23,040"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,238"	2010-01-04	NYS	n/d		Non
TELECOMM BRASIL SPONS ADR	TBH	659177	Actions ordinaires	3158000	"5,710"	"5,770"	"5,790"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,015"	2010-01-04	NYS	n/d		Non
TELECOMMUNICATION SYS	TSYS	659062	Actions ordinaires	315	"9,240"	"9,250"	"9,250"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TELEFON DATA BRAS SP/ADR*	TDBPY	101500	Actions privilégiées	3108000	"13,050"	"13,050"	"13,050"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NAS	"0,00"		Non
TELEFONICA S.A. ADR	TEF	659436	Actions ordinaires	3158000	"75,500"	"75,510"	"75,550"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"2,224"	2009-11-06	NYS	"5,89"		Non
TELEFONOS DE MEX ADR L	TMX	659455	Actions ordinaires	3158000	"16,660"	"16,670"	"16,650"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,798"	2009-12-14	NYS	n/d		Non
TELEGLOBE INC PF-2-CV-81*		659451	Actions privilégiées	310	"90,000"	"90,000"	"90,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,500"			"2,22"		Non
TELEHUBLINK CORP	THLC	659380	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TELELINK COMMUNICATNS *		659486	Actions ordinaires	330	"0,830"	"0,830"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2001-05-02		n/d		Non
TELENOR ASA ADS	TELNY	659569	Actions ordinaires	330	"0,000"	"0,000"	"38,950"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"2,032"	2008-05-12	NAS	"5,22"		Non
TELEPHONE & DATA SYSTEMS	TDS	659595	Actions ordinaires	315	"32,280"	"32,300"	"32,320"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,108"	2009-12-15	ASE	"1,33"		Non
TELESYSTEM INTL WRLS SVS*		659664	Actions ordinaires	330	"0,350"	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2002-05-23		n/d		Non
TELESYSTEM TELECOM PR SR1		659643	Actions privilégiées	310	"0,000"	"26,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,484"			"7,45"		Non
TELETECH HOLDING INC	TTEC	659597	Actions ordinaires	315	"18,770"	"18,780"	"18,790"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TELEVISION BROADCST S/ADR	TVBCY	659645	Actions ordinaires	3308000	"0,000"	"0,000"	"9,355"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,065"	2009-09-15	NAS	n/d		Non
TELLABS INC	TLAB	659700	Actions ordinaires	315	"5,890"	"5,900"	"5,900"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TELMEX INTL SA SP/ADR-L	TII	459770	Actions ordinaires	3158000	"17,960"	"17,970"	"18,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,128"	2009-11-02	NYS	"1,42"		Non
TELSTRA CORP SP ADR	TLS	659737	Actions ordinaires	3308000	"0,000"	"0,000"	"15,470"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,602"	2009-08-25	NYS	n/d		Non
TELTEPHONE SUPPORT SYS IN	TSSI	659485	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
TELUM INTERNATIONAL CORP	TLMIF	659789	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TELUS COMM $4.75 PFD-D-56	BT.PR.D	659820	Actions privilégiées	310	"103,780"	"106,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"1,190"	2004-06-22	T	"4,59"		Non
TELUS COMM B.C. $4.50 PF*		659806	Actions privilégiées	310	"74,000"	"77,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"1,120"	2001-01-18		"0,00"		Non
TELUS COMM CV 6.75%15JN1*		R43613	Obligations (autres)	2756000	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"6,750"	Obligation	2	2010-06-15	"0,000"			n/d	n/d	Non
TELUS CORP	T	659810	Actions ordinaires	315	"33,000"	"33,040"	"33,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,475"	2009-12-09	TSE	"5,76"		Non
TELUS CORP 4.5% 15MR12		R43678	Obligations corporatives	2606000	"105,077"	"105,077"	"105,077"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	2	2012-03-15	"0,000"			"4,28"	"2,056,532"	Non
TELUS CORP 4.95% 15MR17		R43677	Obligations corporatives	2606000	"104,572"	"104,572"	"104,572"	CAD								CA	Non	n/d	n/d	"4,950"	Obligation	2	2017-03-15	"0,000"			"4,73"	"4,200,934"	Non
TELUS CORP - NV	T.A	659811	Actions ordinaires	315	"31,810"	"31,940"	"31,850"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,475"	2009-12-09	TSE	"5,97"		Non
TELUS SER-CB 5% 3JN13		R43621	Obligations corporatives	2606000	"106,811"	"106,811"	"106,811"	CAD								CA	Non	n/d	n/d	"5,000"	Obligation	2	2013-06-03	"0,000"			"4,68"	"2,855,148"	Non
TELUS SER-CF 4.95% 15MI14		R43687	Obligations corporatives	2606000	"106,705"	"106,705"	"106,705"	CAD								CA	Non	n/d	n/d	"4,950"	Obligation	2	2014-05-15	"0,000"			"4,64"	"3,266,171"	Non
TEMBEC INC-NEW	TMB	659873	Actions ordinaires	330	"1,150"	"1,200"	"1,200"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
TEMP ACT CDN /S/N	TML706	997653	Fonds d'actions canadiennes	3807150	"11,050"	"11,050"	"11,050"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP ACT INTL /N	TML735	997562	Fonds d'actions internationales	3807300	"14,410"	"14,410"	"14,410"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,199"	2009-12-18		"1,38"		Non
TEMP ACT INTL /S/N	TML705	997531	Fonds d'actions internationales	3807300	"14,410"	"14,410"	"14,410"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP CROIS /N	TML700	997581	Fonds d'actions globales	3807500	"9,260"	"9,260"	"9,260"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP CROIS /S/N	TML732	997589	Fonds d'actions globales	3807500	"9,260"	"9,260"	"9,260"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP D'ACT CDN /N	TML736	997563	Fonds d'actions canadiennes	3807150	"11,050"	"11,050"	"11,050"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,767"	2007-12-20		"6,94"		Non
TEMP EMG MKT RSP/D/N	TML531	979316	Fonds d'actions internationales	3807310	"5,760"	"5,760"	"5,760"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP EQL CDN-A /S/N	TML312	997940	Fonds de placement équilibré	3807570	"7,860"	"7,860"	"7,860"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,116"	2009-12-18		"1,47"		Non
TEMP GL S/C RSP /D/N	TML537	979317	Fonds d'actions globales	3807500	"5,901"	"5,901"	"5,901"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP GWTH RSP /D/N	TML532	979314	Fonds d'actions globales	3807500	"5,038"	"5,038"	"5,038"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMP MCH EMRG /S/N	TML731	997573	Fonds d'actions internationales	3807310	"9,560"	"9,560"	"9,560"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,151"	2009-12-18		"1,58"		Non
TEMP P/SOC MD U$/S/N	TML906	997798	Fonds d'actions internationales	3807510	"15,260"	"15,260"	"15,260"	USD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,102"	2009-12-18		"0,67"		Non
TEMP PT SOC MDL /N	TML707	997564	Fonds d'actions globales	3807510	"16,150"	"16,150"	"16,150"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,107"	2009-12-18		"0,67"		Non
TEMP PT SOC MDL /S/N	TML737	997520	Fonds d'actions globales	3807510	"16,150"	"16,150"	"16,150"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,107"	2009-12-18		"0,67"		Non
TEMPL ACT INTL /S	TML705C	997574	Fonds d'actions internationales	3807300	"20,760"	"20,760"	"20,760"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL ACT INTL U$ /N	TML804	997795	Fonds d'actions internationales	3807300	"13,610"	"13,610"	"13,610"	USD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,189"	2009-12-18		"1,39"		Non
TEMPL BAL FND	TML709C	997550	Fonds de placement équilibré	3807550	"8,650"	"8,650"	"8,650"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL CDN BND /D	TML708C	997654	Fonds d'obligations canadiennes et fonds à revenu	3807700	"4,880"	"4,880"	"4,880"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL CDN BND D/N	TML708	997655	Fonds d'obligations canadiennes et fonds à revenu	3807700	"4,840"	"4,840"	"4,840"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL CDN STK /D	TML706C	997575	Fonds d'actions canadiennes	3807150	"9,520"	"9,520"	"9,520"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL CDN STK FND	TML736C	997560	Fonds d'actions canadiennes	3807150	"9,520"	"9,520"	"9,520"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL CROIS	TML700C	997579	Fonds d'actions globales	3807500	"10,620"	"10,620"	"10,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,450"			"4,24"		Non
TEMPL EMERG MKT CDN	TML730C	997561	Fonds d'actions internationales	3807310	"9,540"	"9,540"	"9,540"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL EQL FND /N	TML709	997551	Fonds de placement équilibré	3807720	"9,410"	"9,410"	"9,410"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,710"	2007-12-20		"7,54"		Non
TEMPL GLB SML CO	TML707C	997576	Fonds d'actions globales	3807500	"13,130"	"13,130"	"13,130"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL GLB SML CO /D	TML737C	997530	Fonds d'actions globales	3807500	"12,510"	"12,510"	"12,510"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL INTL STK U$	TML804C	997806	Fonds d'actions internationales	3807300	"12,010"	"12,010"	"12,010"	USD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL MCH EMER /N	TML730	997572	Fonds d'actions internationales	3807310	"9,560"	"9,560"	"9,560"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,151"	2009-12-18		"1,58"		Non
TEMPL MCH EMER U$ /N	TML809	997799	Fonds d'actions internationales	3807310	"9,030"	"9,030"	"9,030"	USD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,144"	2009-12-18		"1,59"		Non
TEMPL T-BILL /D	TML733C	997864	Fonds valeurs du marché monétaire	3807000	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPL T-BILL /NL	TML703C	997571	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TEMPLETON EMRG MKT APPREC		660005	Actions ordinaires	330	"10,625"	"10,625"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	2		"0,250"	2002-09-04		"4,71"		Non
TEMPLETON GLOBAL INCM FND	GIM	660396	Actions ordinaires	3308015	"9,450"	"9,470"	"9,450"	USD								US	Non	n/d	n/d	"0,000"	Action	12		"0,042"	2010-01-12	NYS	"5,33"		Non
TENARIS S.A. ADR	TS	660545	Actions ordinaires	3158000	"45,260"	"45,300"	"45,260"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,260"	2009-11-23	NYS	"1,15"		Non
TENCENT HLDG LTD-UNSP ADR	TCEHY	660498	Actions ordinaires	3308000	"0,000"	"0,000"	"19,360"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,032"	2009-05-04	NAS	n/d		Non
TENET HEALTHCARE CORP	THC	660454	Actions ordinaires	315	"5,290"	"5,300"	"5,290"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
TERADATA CORPORATION	TDC	662137	Actions ordinaires	315	"27,910"	"27,930"	"27,930"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
TERADYNE INC	TER	660647	Actions ordinaires	315	"9,890"	"9,900"	"9,910"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
TERANET INCOME FUND T/*	TF.UN	661995	Fiducies de redevances	3308001	"10,240"	"10,250"	"10,240"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,023"	2008-11-05	TSE	"2,64"		Non
TERASEN INC *	TER	660670	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,225"	2005-11-16	TSE	n/d		Non
TERAYON COMMUNICATION SY*	TERN	660614	Actions ordinaires	330	"0,000"	"0,000"	"1,790"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TERRA NETWORKS SA ADR	TRRA	660689	Actions ordinaires	3158000	"3,640"	"3,700"	"3,600"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,712"	2005-07-01	XY	"19,78"		Non
TERREBONNE ICS 4% 14DC11		Q72139	Obligations municipales & para-gouvernementales	2601411	"103,677"	"103,677"	"103,677"	CAD								CA	Non	n/d	n/d	"4,000"	Obligation	2	2011-12-14	"0,000"			"3,86"	"2,001,212"	Non
TERREBONNE ICS 4.2%15DC10		Q72120	Obligations municipales & para-gouvernementales	2601411	"102,375"	"102,375"	"102,375"	CAD								CA	Non	n/d	n/d	"4,200"	Obligation	2	2010-12-15	"0,000"			"4,10"	"1,494,209"	Non
TERREBONNE ICS 4.25%5SP11		Q72063	Obligations municipales & para-gouvernementales	2601411	"103,707"	"103,707"	"103,707"	CAD								CA	Non	n/d	n/d	"4,250"	Obligation	2	2011-09-05	"0,000"			"4,10"	"1,896,940"	Non
TERREBONNE ICS 4.45%5DC15		Q72170	Obligations municipales & para-gouvernementales	2601411	"104,086"	"104,086"	"104,086"	CAD								CA	Non	n/d	n/d	"4,450"	Obligation	2	2015-12-05	"0,000"			"4,28"	"3,667,969"	Non
TERUMO CORP-UNSPON ADR	TRUMY	660983	Actions ordinaires	3308000	"0,000"	"0,000"	"112,600"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,362"	2009-09-25	NAS	n/d		Non
TESCO CORPORATION	TEO	660885	Actions ordinaires	315	"13,590"	"13,600"	"13,590"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
TESCO PLC SPN/ADR	TSCDY	660894	Actions ordinaires	3308000	"0,000"	"0,000"	"20,280"	USD								GB	Non	n/d	n/d	"0,000"	Action	2		"0,186"	2009-10-14	NAS	"1,84"		Non
TESSERA TECHNOLOGIES INC	TSRA	660902	Actions ordinaires	315	"18,390"	"18,400"	"18,400"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TEST	TTT	test	Actions de capital	MAN	"0,000"	"0,000"	"0,000"	CAD								AU	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
TEVA PHARMACEUTICAL ADR	TEVA	660900	Actions ordinaires	3158000	"57,070"	"57,080"	"57,080"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,157"	2009-11-06	NAS	"1,10"		Non
TEXACO CAP LLC DFD PFD-C	TXC.PR.C	661504	Actions privilégiées	310	"47,260"	"47,280"	"47,270"	CAD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		T	n/d		Non
TEXALTA PETE LTD CL-A	TEX.A	661550	Actions ordinaires	330	"0,550"	"0,570"	"0,560"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
TEXAS INSTRUMENTS INC	TXN	662403	Actions ordinaires	315	"23,700"	"23,720"	"23,690"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,120"	2010-01-28	NYS	"2,03"		Non
THAI FUND INC.	TTF	663900	Actions ordinaires	3308015	"8,650"	"8,680"	"8,670"	USD								US	Non	n/d	n/d	"0,000"	Action	2		"0,186"	2009-12-22	NYS	"4,29"		Non
THALLION PHARMACEUT-NEW	TLN	664809	Actions ordinaires	330	"0,170"	"0,190"	"0,170"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
THERATECH INC UTAH	THRT	663931	Actions ordinaires	315	"16,250"	"16,250"	"16,250"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		XY	n/d		Non
THERATECHNOLOGIES INC	TH	663928	Actions ordinaires	330	"4,760"	"4,770"	"4,770"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
THERML CNT CV SB8%19DC02*		X10175	Obligations (autres)	2606000	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"8,000"	Obligation	2	2002-12-19	"0,000"			n/d	n/d	Non
THETFORD ICS 3% 28OC10		Q76291	Obligations municipales & para-gouvernementales	2601411	"101,278"	"101,278"	"101,278"	CAD								CA	Non	n/d	n/d	"3,000"	Obligation	2	2010-10-28	"0,000"			"2,96"	"1,293,043"	Non
THETFORD ICS 4.05% 28OC13		Q76294	Obligations municipales & para-gouvernementales	2601411	"103,789"	"103,789"	"103,789"	CAD								CA	Non	n/d	n/d	"4,050"	Obligation	2	2013-10-28	"0,000"			"3,90"	"2,975,128"	Non
THIRTY-FIVE SPLIT CRP CAP	TFS	664498	Actions ordinaires	3308005	"58,650"	"58,910"	"58,750"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
THIRTY-FIVE SPLIT CRP PFD	TFS.PR.A	664467	Actions privilégiées	3108005	"24,980"	"25,090"	"24,980"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,319"	2008-03-26	TSE	"5,10"		Non
THISTLE MINING INC	THTLF	664511	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
THOMPSON CREEK METALS CO	TCM	664558	Actions ordinaires	315	"13,310"	"13,350"	"13,350"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
THOMSON REUT 6% 31MR16		X10233	Obligations corporatives	2606000	"112,168"	"112,168"	"112,168"	CAD								CA	Non	n/d	n/d	"6,000"	Obligation	2	2016-03-31	"0,000"			"5,35"	"3,772,569"	Non
THOMSON REUT 6.85% 1JN1*		X10202	Obligations corporatives	2606000	"108,492"	"108,492"	"108,492"	CAD								CA	Non	n/d	n/d	"6,850"	Obligation	2	2011-06-01	"0,000"			"6,31"	"0,523323"	Non
THOMSON REUT CB5.2% 1DC14		X10222	Obligations corporatives	2606000	"109,706"	"109,706"	"109,706"	CAD								CA	Non	n/d	n/d	"5,200"	Obligation	2	2014-12-01	"0,000"			"4,74"	"3,031,559"	Non
THOMSON REUTERS CORP	TRI	665425	Actions ordinaires	315	"34,160"	"34,250"	"34,220"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,280"	2009-11-18	TSE	"3,46"		Non
THORNBURG MORTGAGE INC *	TMA	665511	Actions ordinaires	3158008	"0,220"	"0,310"	"0,280"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2007-12-27	NYS	"357,14"		Non
THREEGOLD RES INC	THG	665835	Actions ordinaires	330	"0,160"	"0,165"	"0,160"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
THUNDER ENERGY TR T/U *	THY.UN	666683	Fiducies de redevances	3308001	"3,990"	"4,000"	"3,990"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,090"	2007-05-21	TSE	"0,00"		Non
THUNDERMIN RES INC	THR	666677	Actions ordinaires	330	"0,145"	"0,160"	"0,155"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
TIBCO SOFTWARE INC	TIBX	652857	Actions ordinaires	315	"9,200"	"9,210"	"9,200"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TIER TECHS INC -B-	TIER	667866	Actions ordinaires	330	"7,590"	"7,610"	"7,610"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TIFFANY RES INC		667856	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
TIM HORTONS INC	THI	659208	Actions ordinaires	315	"30,350"	"30,430"	"30,350"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,100"	2009-11-27	TSE	"1,32"		Non
TIMBER EX-14 CV 9% 11FV14	TWF.DB	X10477	Obligations (autres)	2756000	"145,230"	"149,000"	"148,360"	CAD								CA	Non	n/d	n/d	"9,000"	Obligation	4	2014-02-11	"0,000"		TSE	"6,07"	"0,000000"	Non
TIMBERLAND COMPANY -A-	TBL	668031	Actions ordinaires	315	"16,630"	"16,640"	"16,640"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
