"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"
"VIACOM INC CL-B *"	"VMB"	"709104"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/28/2005"	"0.070"	"n/a"	""
"VIACORP TECHS INC"	"VCP.H"	"709105"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VICEROY EXPLORATION LTD *"	"VYE"	"709115"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VICEROY HOMES LTD-A SV *"	"VHL.A"	"709000"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"11/20/2006"	"0.050"	"n/a"	""
"VICEROY RESOURCES CORP *"	""	"709101"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"07/02/2003"	"0.000"	"n/a"	""
"VICTHOM HUMAN BIONICS IN*"	"VHB"	"709816"	"Common Stock"	"330"	"0.000"	"0.000"	"0.284"	"USD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VICTHOM HUMAN BIONICS-NEW"	"VHB"	"709817"	"Common Stock"	"330"	"0.110"	"0.120"	"0.120"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VICWEST 12.5% 10MR07*"	""	"X37870"	"Discount Bonds (other)"	"2606000"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"03/10/2007"	""	"0.000"	"n/a"	"0"	"Bond"	""	"0.000"	"n/a"	"n/a"
"VIDEO CB10 U$6.375%15DC15"	""	"X35403"	"Bonds (other)"	"2606000"	"97.500"	"97.500"	"97.500"	"USD"	"n/a"	"CA"	"No"	"12/15/2015"	""	"6.375"	"n/a"	"2"	"Bond"	""	"0.000"	"6.54"	"6.896881"
"VIDEOFLICKS.COM INC *"	"YVF.U"	"710122"	"Common Stock"	"330"	"0.000"	"0.020"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	"VF"	"0.000"	"n/a"	"0"	"Equity"	"04/08/2003"	"0.000"	"n/a"	""
"VIDEOFLICKS.COM INC -NEW"	"VID.U"	"710124"	"Common Stock"	"330"	"0.030"	"0.100"	"0.020"	"USD"	"n/a"	"CA"	"No"	""	"VF"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIDEOTR C15 7.125% 15JA20"	""	"X35404"	"Bonds (other)"	"2606000"	"102.025"	"102.025"	"102.025"	"CAD"	"n/a"	"CA"	"No"	"01/15/2020"	""	"7.125"	"n/a"	"2"	"Bond"	""	"0.000"	"6.98"	"6.838389"
"VIDEOTRON GROUP LTD MVS *"	""	"710149"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	""	"0.015"	"n/a"	""
"VIGIL HEALTH SOLNS INC"	"VGL"	"710261"	"Common Stock"	"330"	"0.025"	"0.030"	"0.025"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIGIL LOCATING SYSTEMS CP"	"VIG.H"	"710257"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIKING CV E08 10.5%31JA08"	"VKR.DB"	"X35192"	"Bonds (other)"	"2756000"	"122.850"	"128.350"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"01/31/2008"	"TSE"	"10.500"	"n/a"	"2"	"Bond"	""	"0.000"	"8.55"	"0.000000"
"VIKING ENGY ROYALTY T/*"	"VKR.UN"	"709500"	"Trust Units"	"3308001"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/19/2006"	"0.120"	"n/a"	""
"VIMPEL COMMUN SPON/ADR"	"VIP"	"710444"	"Common Stock"	"3158000"	"19.000"	"19.010"	"19.050"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	"11/09/2009"	"0.320"	"n/a"	""
"VINCI S.A. ADR"	"VCISY"	"710528"	"Common Stock"	"3308000"	"0.000"	"0.000"	"14.000"	"USD"	"n/a"	"FR"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"12/09/2009"	"0.186"	"n/a"	""
"VINCOR INTL INC *"	"VN"	"710523"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"03/29/2006"	"0.150"	"n/a"	""
"VIREXX MEDICAL CORP *"	"VIR"	"710912"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIREXX MEDICAL CRP 11JN05"	""	"710913"	"Common Stock"	"330"	"1.050"	"1.070"	"1.070"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIRGINIA ENERGY RES INC"	"VAE"	"711171"	"Common Stock"	"330"	"0.260"	"0.270"	"0.260"	"CAD"	"n/a"	"CA"	"No"	""	"TNX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIRGINIA GOLD MNS INC-NE*"	"VIA"	"711167"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIROPHARMA INC"	"VPHM"	"711245"	"Common Stock"	"315"	"10.440"	"10.450"	"10.450"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIROPRO INC 33LGND"	""	"711256"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIRTUAL RADIOLOGIC CORP"	"VRAD"	"711294"	"Common Stock"	"330"	"8.850"	"8.940"	"8.850"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIRTUAL UNIVERSE CORP"	"VRX"	"711308"	"Common Stock"	"330"	"0.035"	"0.055"	"0.035"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIRTUS INVT PARTNERS"	"VRTS"	"712058"	"Common Stock"	"330"	"16.580"	"16.650"	"16.650"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VISA INC CLASS-A"	"V"	"711636"	"Common Stock"	"315"	"81.940"	"82.010"	"82.030"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/12/2009"	"0.125"	"0.61"	""
"VISHAY INTERTECHNOLOGY"	"VSH"	"711318"	"Common Stock"	"315"	"8.420"	"8.430"	"8.410"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VISIBLE GENETICS INC*"	""	"711316"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VISION EURO"	"TGC001C"	"998687"	"European Equity Funds"	"3807450"	"20.780"	"20.780"	"20.780"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"VISION EURO FND D/N"	"VEF570"	"998686"	"European Equity Funds"	"3807450"	"6.550"	"6.550"	"6.550"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"VISTA GOLD CORP *"	""	"711415"	"Common Stock"	"330"	"2.870"	"2.870"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"06/17/2002"	"0.000"	"n/a"	""
"VISTEON CORP"	"VC"	"711533"	"Common Stock"	"315"	"0.000"	"0.000"	"0.100"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"10/27/2004"	"0.060"	"0.00"	""
"VISUALMED CLINICAL SOLNS"	"VMCS"	"711404"	"Common Stock"	"330"	"0.000"	"0.000"	"0.040"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VITALSTREAM HLDGS INC-NE*"	"VSTH"	"711663"	"Common Stock"	"330"	"9.630"	"9.650"	"9.650"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VITALSTREAM HOLDINGS INC*"	"VSTH"	"711642"	"Common Stock"	"330"	"2.650"	"2.800"	"2.800"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VITERRA INC"	"VT"	"711976"	"Common Stock"	"315"	"9.830"	"9.880"	"9.850"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VITERRA09-1 C12 8.5%7JL14"	""	"X35325"	"Bonds (other)"	"2606000"	"108.335"	"108.335"	"108.335"	"CAD"	"n/a"	"CA"	"No"	"07/07/2014"	""	"8.500"	"n/a"	"2"	"Bond"	""	"0.000"	"7.85"	"6.320550"
"VITESSE SEMICONDUCTOR CRP"	"VTSS"	"711426"	"Common Stock"	"330"	"0.000"	"0.000"	"0.280"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VITTFORGE INC *"	""	"711448"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VIVENDI ADR *"	"V"	"711267"	"Common Stock"	"3308000"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"FR"	"No"	""	"NYS"	"0.000"	"n/a"	"1"	"Equity"	"05/01/2006"	"1.269"	"n/a"	""
"VIVENDI SA EUR 5.5"	"VIVEF"	"711280"	"Common Stock"	"330"	"29.219"	"29.219"	"29.219"	"CAD"	"n/a"	"FR"	"No"	""	"NAS"	"0.000"	"n/a"	"1"	"Equity"	"05/07/2009"	"1.400"	"4.79"	""
"VIVENDI SA-SPON ADR"	"VIVDY"	"711288"	"Common Stock"	"3308000"	"0.000"	"0.000"	"27.800"	"USD"	"n/a"	"FR"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"05/07/2009"	"1.432"	"n/a"	""
"VIVENDI UNIVERSAL ORD SHR"	"VVDUF"	"711268"	"Common Stock"	"330"	"40.030"	"40.030"	"40.030"	"CAD"	"n/a"	"FR"	"No"	""	"NAS"	"0.000"	"n/a"	"1"	"Equity"	"05/01/2006"	"1.000"	"2.50"	""
"VIVENTIA BIOTECH INC *"	""	"711265"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"05/10/2004"	"0.000"	"n/a"	""
"VIVUS INC"	"VVUS"	"711465"	"Common Stock"	"315"	"8.670"	"8.680"	"8.680"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VODAFONE AIRTOUCH PUB *"	""	"711456"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"2"	"Equity"	"07/27/2000"	"0.103"	"n/a"	""
"VODAFONE GROUP PLC ADR *"	"VOD"	"711538"	"Common Stock"	"3158000"	"21.840"	"21.850"	"0.000"	"USD"	"n/a"	"GB"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"06/07/2006"	"0.707"	"0.00"	""
"VODAFONE GRP PLC ADR"	"VOD"	"711740"	"Common Stock"	"3158000"	"21.740"	"22.160"	"21.750"	"USD"	"n/a"	"GB"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"11/18/2009"	"0.448"	"4.12"	""
"VOLKSWAGEN A G SPOND-ADR"	"VLKAY"	"711466"	"Common Stock"	"3308000"	"0.000"	"0.000"	"19.310"	"USD"	"n/a"	"DE"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"04/21/2009"	"0.511"	"n/a"	""
"VOLVO AKTIEBOLAGET ADR-B-"	"VOLVY"	"711476"	"Common Stock"	"3158000"	"0.000"	"0.000"	"8.580"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"04/02/2009"	"0.241"	"n/a"	""
"VRB POWER SYSTEMS INC *"	"VRB"	"704695"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VSM MEDTECH LTD"	"VSM"	"641333"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"VULCAN MATERIALS CO"	"VMC"	"711598"	"Common Stock"	"315"	"46.710"	"46.760"	"46.770"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/23/2009"	"0.250"	"2.14"	""
"VULCAN MINERALS INC"	"VUL"	"711601"	"Common Stock"	"330"	"0.660"	"0.700"	"0.700"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"W C N INV CORP"	"WCNNF"	"711770"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"W W GRAINGER INC"	"GWW"	"293274"	"Common Stock"	"315"	"101.060"	"101.110"	"100.940"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/05/2009"	"0.460"	"1.82"	""
"W2 ENERGY INC *"	"WWEN"	"711913"	"Common Stock"	"330"	"0.000"	"0.000"	"0.004"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WABTEC"	"WAB"	"711853"	"Common Stock"	"315"	"39.200"	"39.220"	"39.240"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/12/2009"	"0.010"	"0.10"	""
"WACHOVIA CORPORATION *"	"WB"	"711891"	"Common Stock"	"330"	"5.530"	"5.920"	"5.540"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/25/2008"	"0.050"	"0.00"	""
"WAJAX INCOME FUND T/U"	"WJX.UN"	"713025"	"Trust Units"	"3308001"	"22.850"	"23.060"	"22.900"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.150"	"7.86"	""
"WAL MART STORES INC"	"WMT"	"714160"	"Common Stock"	"315"	"52.880"	"52.890"	"52.880"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/09/2009"	"0.273"	"2.06"	""
"WALGREEN CO"	"WAG"	"713701"	"Common Stock"	"315"	"36.680"	"36.690"	"36.670"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/12/2009"	"0.138"	"1.50"	""
"WALTERS CONSULTING CORP *"	""	"714420"	"Common Stock"	"330"	"0.300"	"0.300"	"0.300"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"11/18/2003"	"0.000"	"n/a"	""
"WARNER-LAMBERT CO *"	""	"714840"	"Common Stock"	"330"	"129.750"	"129.750"	"129.750"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	"06/16/2000"	"0.240"	"0.00"	""
"WARP 10 TECHNOLOGIES *"	""	"714591"	"Common Stock"	"330"	"5.000"	"5.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WARWICK MN 4.3% 9OC10"	""	"Q83043"	"Municipal & Para-governmental Bonds"	"2601411"	"101.576"	"101.576"	"101.576"	"CAD"	"n/a"	"CA"	"No"	"10/09/2010"	""	"4.300"	"n/a"	"2"	"Bond"	""	"0.000"	"4.23"	"2.027997"
"WASHINGTON MUTUAL INC"	"WM"	"714974"	"Common Stock"	"315"	"0.000"	"0.000"	"0.170"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"07/29/2008"	"0.010"	"0.00"	""
"WASTE MANAGEMENT INC"	"WM"	"711830"	"Common Stock"	"315"	"32.620"	"32.630"	"32.640"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/30/2009"	"0.290"	"3.55"	""
"WATCHGUARD TECHS INC"	"WGRD"	"715297"	"Common Stock"	"315"	"5.010"	"5.050"	"5.010"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WATERS CORP"	"WAT"	"715325"	"Common Stock"	"315"	"59.260"	"59.300"	"59.230"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WATSON PHARMACEUTICAL INC"	"WPI"	"716458"	"Common Stock"	"315"	"39.350"	"39.380"	"39.390"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WATTS WATER TECH INC CL-A"	"WTS"	"716468"	"Common Stock"	"315"	"31.010"	"31.020"	"31.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/19/2009"	"0.110"	"1.42"	""
"WAVE SYSTEMS CORP CL-A *"	"WAVX"	"716461"	"Common Stock"	"330"	"0.550"	"0.570"	"0.560"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WAVERIDER COMMUN INC-NEW*"	"WAVR"	"716844"	"Common Stock"	"330"	"0.145"	"0.160"	"0.160"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WAVERIDER COMMUNICATIONS*"	"WAVC"	"716842"	"Common Stock"	"330"	"0.108"	"0.120"	"0.110"	"USD"	"n/a"	"US"	"No"	""	"XY"	"0.000"	"n/a"	"0"	"Equity"	"06/30/2004"	"0.000"	"n/a"	""
"WAVVE TELECOMMS INC"	"WAVVF"	"716476"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WEATHERFORD INTL LTD *"	"WFT"	"716859"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WEATHERFORD INTL LTD-NEW"	"WFT"	"716867"	"Common Stock"	"315"	"17.740"	"17.750"	"17.730"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WEBTECH WIRELESS INC"	"WEW"	"717265"	"Common Stock"	"330"	"0.580"	"0.600"	"0.600"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WEBZEN INC SPONS ADR"	"WZEN"	"717202"	"Common Stock"	"3308000"	"3.530"	"3.550"	"3.550"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"12/28/2009"	"0.000"	"n/a"	""
"WEIDER NUTRITION INTL-A-*"	"WNI"	"717434"	"Common Stock"	"330"	"4.800"	"4.890"	"4.890"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	""	"0.000"	"0.00"	""
"WELLCO ENERGY SVCS TR T/*"	"WLL.UN"	"717664"	"Trust Units"	"3308001"	"2.020"	"2.120"	"2.030"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/12/2008"	"0.053"	"0.00"	""
"WELLMAN INC *"	"WLM"	"717555"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"08/30/2007"	"0.020"	"n/a"	""
"WELLNESS UNIVERSE CORP"	"WELU"	"717557"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WELLPOINT HEALTH NTWK *"	""	"717729"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WELLPOINT INC"	"WLP"	"717739"	"Common Stock"	"315"	"65.560"	"65.570"	"65.550"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WELLS FARGO 5.3% 26AG11"	""	"X42959"	"Corporate Bonds"	"2606000"	"106.000"	"106.000"	"106.000"	"USD"	"n/a"	"US"	"No"	"08/26/2011"	""	"5.300"	"n/a"	"2"	"Bond"	""	"0.000"	"5.00"	"1.460519"
"WELLS FARGO 4.33% 6DC13"	""	"X42962"	"Corporate Bonds"	"2606000"	"104.392"	"104.392"	"104.392"	"CAD"	"n/a"	"CA"	"No"	"12/06/2013"	""	"4.330"	"n/a"	"2"	"Bond"	""	"0.000"	"4.15"	"3.113473"
"WELLS FARGO 4.38% 30JN15"	""	"X42948"	"Corporate Bonds"	"2606000"	"103.409"	"103.409"	"103.409"	"CAD"	"n/a"	"CA"	"No"	"06/30/2015"	""	"4.380"	"n/a"	"2"	"Bond"	""	"0.000"	"4.24"	"3.681238"
"WELLS FARGO & CO DELA"	"WFC"	"717900"	"Common Stock"	"315"	"355.000"	"355.000"	"355.000"	"USD"	"n/a"	"US"	"No"	""	"NY"	"0.000"	"n/a"	"4"	"Equity"	""	"1.300"	"0.00"	""
"WELLS FARGO CO"	"WFC"	"717901"	"Common Stock"	"315"	"27.620"	"27.630"	"27.660"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/04/2009"	"0.050"	"0.72"	""
"WELLS FARGO FIN4.4%12DC12"	""	"X42953"	"Corporate Bonds"	"2606000"	"105.012"	"105.012"	"105.012"	"CAD"	"n/a"	"CA"	"No"	"12/12/2012"	""	"4.400"	"n/a"	"2"	"Bond"	""	"0.000"	"4.19"	"2.581553"
"WENDY'S/ARBY'S GROUP INC"	"WEN"	"718073"	"Common Stock"	"315"	"4.580"	"4.590"	"4.590"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/27/2009"	"0.015"	"1.31"	""
"WENDYS INTERNATIONAL INC*"	"WEN"	"718065"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"07/31/2008"	"0.125"	"n/a"	""
"WERNER ENTERPRISES INC"	"WERN"	"718285"	"Common Stock"	"315"	"20.680"	"20.690"	"20.690"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"01/07/2010"	"0.050"	"0.97"	""
"WESCAST INDS-A- SV"	"WCS.A"	"718310"	"Common Stock"	"330"	"2.270"	"2.500"	"2.570"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"11/07/2007"	"0.060"	"0.00"	""
"WESCO INTL INC"	"WCC"	"723673"	"Common Stock"	"315"	"29.200"	"29.210"	"29.200"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WEST 49 INC"	"WXX"	"718393"	"Common Stock"	"330"	"0.430"	"0.480"	"0.480"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WEST CA COAL CV7.5%24MR1*"	"WTN.DB"	"X44289"	"Convertible Debentures"	"2756000"	"102.280"	"108.990"	"105.000"	"CAD"	"n/a"	"CA"	"No"	"03/24/2011"	"TSE"	"0.000"	"n/a"	"2"	"Bond"	""	"0.000"	"0.00"	"0.000000"
"WEST FRASER TIMBER CO LTD"	"WFT"	"722038"	"Common Stock"	"330"	"35.120"	"35.300"	"35.130"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/18/2009"	"0.030"	"0.34"	""
"WESTAIM CORP"	"WED"	"719410"	"Common Stock"	"330"	"0.510"	"0.520"	"0.510"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WESTAR GROUP LTD"	""	"719432"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"WESTAR GROUP LTD *"	""	"719430"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
